fortune_rank_2025,company_name,ticker,cik,cik_padded,target_report_year,download_status,failure_reason,form_type,filing_date,report_date,accession_number,primary_document,sec_filing_url,sec_document_url,local_html_path,local_text_path,total_words,ai_keyword_count,ai_keyword_per_10k_words,sample_role,has_10k_text,audit_category,analysis_treatment,sec_sic_code,sec_sic_description,naics_code,naics_description,naics_sector_code,naics_sector_name,naics_source,industry_enrichment_status,industry_enrichment_reason,final_dataset_role,has_10k_text_final,has_ai_window_k5,is_primary_text_sample,is_k5_topic_sample,ai_window_count,topic_0_count,topic_0_share,topic_1_count,topic_1_share,topic_2_count,topic_2_share,topic_3_count,topic_3_share,topic_4_count,topic_4_share,AI_Privacy_Data_Law_Topic_Count,AI_Privacy_Data_Law_Topic_Share,AI_Business_Product_Topic_Count,AI_Business_Product_Topic_Share,AI_Cybersecurity_Risk_Topic_Count,AI_Cybersecurity_Risk_Topic_Share,AI_Infrastructure_Topic_Count,AI_Infrastructure_Topic_Share,AI_AIUse_LegalRisk_Topic_Count,AI_AIUse_LegalRisk_Topic_Share,AI_NegativeSensitive_Topic_Count,AI_NegativeSensitive_Topic_Share,AI_Negative_Orientation,k,k5_topic_0_label,k5_topic_1_label,k5_topic_2_label,k5_topic_3_label,k5_topic_4_label,AI_Dominant_Topic_ID,AI_Dominant_Topic_Label,event_id,norm_cik,norm_ticker,norm_date,fiscal_year,key_cik_date,key_ticker_date,event_id_estimate,ticker_estimate,company,filing_date_estimate,event_trading_date,market_benchmark,market_data_status,failure_reason_estimate,CAR_m1_p1,CAR_0_p1,CAR_0_p3,CAR_0_p5,AbnormalVolume_0_p1,AbnormalVolume_0_p3,AbnormalVolume_0_p5,CAR_m10_m6,CAR_m5_m2,AbnormalVolume_m5_m2,norm_cik_estimate,norm_ticker_estimate,norm_date_estimate,key_cik_date_estimate,AI_Related_Disclosure_Intensity,AI_RiskRelated_Topic_Share,AI_Risk_Orientation_Proxy,filing_year,log_total_words,AI_Mention_Count,Topic_Entropy
26,Fannie Mae,FNMA,310522,310522,2024,success,,10-K,2025-02-14,2024-12-31,0000310522-25-000199,fnm-20241231.htm,https://www.sec.gov/Archives/edgar/data/310522/000031052225000199/,https://www.sec.gov/Archives/edgar/data/310522/000031052225000199/fnm-20241231.htm,data/raw/sec_10k_html/top100/chunk_02/FNMA/2024_FNMA_10k.html,data/processed/sec_10k_text/top100/chunk_02/FNMA/2024_FNMA_10k.txt,159926,34,2.125983,primary_text_sample,True,,,6111,Federal & Federally-Sponsored Credit Agencies,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,21,1,0.047619,5,0.238095,2,0.095238,1,0.047619,12,0.571429,1,0.047619,5,0.238095,2,0.095238,1,0.047619,12,0.571429,15,0.714286,0.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,FNMA_2024_310522,0000310522,FNMA,2025-02-14,2024,0000310522_2025-02-14,FNMA_2025-02-14,FNMA_2024_0000310522,FNMA,Fannie Mae,2025-02-14,2025-02-14,US500,success,,0.0137903093548055,0.0664417207672058,0.0849785771763311,0.0153902151722531,1.2663370233624374,1.3875044624239157,1.3492220182518573,0.1734413383666089,0.0124036865473909,0.7051834050526331,,FNMA,2025-02-14,,2.125983,0.714286,0.666667,2025,11.98246648722985,34,1.1753616447981756
26,Fannie Mae,FNMA,310522,310522,2025,success,,10-K,2026-02-11,2025-12-31,0000310522-26-000015,fnm-20251231.htm,https://www.sec.gov/Archives/edgar/data/310522/000031052226000015/,https://www.sec.gov/Archives/edgar/data/310522/000031052226000015/fnm-20251231.htm,data/raw/sec_10k_html/top100/chunk_02/FNMA/2025_FNMA_10k.html,data/processed/sec_10k_text/top100/chunk_02/FNMA/2025_FNMA_10k.txt,156047,34,2.178831,primary_text_sample,True,,,6111,Federal & Federally-Sponsored Credit Agencies,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,28,3,0.107143,2,0.071429,3,0.107143,4,0.142857,16,0.571429,3,0.107143,2,0.071429,3,0.107143,4,0.142857,16,0.571429,22,0.785715,0.642857,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,FNMA_2025_310522,0000310522,FNMA,2026-02-11,2025,0000310522_2026-02-11,FNMA_2026-02-11,FNMA_2025_0000310522,FNMA,Fannie Mae,2026-02-11,2026-02-11,US500,success,,-0.0463156545755176,-0.0538484349774569,-0.0426159333306528,-0.0258366403634854,-0.2538876539692442,-0.0122962322830134,-0.2664975670878636,-0.0280931522288765,-0.0067840055634899,-0.4619326546584205,,FNMA,2026-02-11,,2.178831,0.785715,0.642857,2026,11.957912522906632,34,1.2648993450209947
27,Kroger,KR,56873,56873,2023,success,,10-K,2023-03-28,2023-01-28,0001558370-23-004767,kr-20230128x10k.htm,https://www.sec.gov/Archives/edgar/data/56873/000155837023004767/,https://www.sec.gov/Archives/edgar/data/56873/000155837023004767/kr-20230128x10k.htm,data/raw/sec_10k_html/top100/chunk_02/KR/2023_KR_10k.html,data/processed/sec_10k_text/top100/chunk_02/KR/2023_KR_10k.txt,47835,0,0.0,primary_text_sample,True,,,5411,Retail-Grocery Stores,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,True,False,True,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,,no_ai_mention_window,KR_2023_56873,0000056873,KR,2023-03-28,2023,0000056873_2023-03-28,KR_2023-03-28,KR_2023_0000056873,KR,Kroger,2023-03-28,2023-03-28,US500,success,,-0.0040737656111308,0.0044446657204658,0.003886557503968,0.008271090614994,-0.2013988368607894,-0.4025010440122896,-0.3428260794018776,0.0037821707480849,0.0363425747129214,0.5830180142856123,,KR,2023-03-28,,0.0,0.0,0.0,2023,10.775512868112267,0,0.0
27,Kroger,KR,56873,56873,2024,success,,10-K,2024-04-02,2024-02-03,0001558370-24-004603,kr-20240203x10k.htm,https://www.sec.gov/Archives/edgar/data/56873/000155837024004603/,https://www.sec.gov/Archives/edgar/data/56873/000155837024004603/kr-20240203x10k.htm,data/raw/sec_10k_html/top100/chunk_02/KR/2024_KR_10k.html,data/processed/sec_10k_text/top100/chunk_02/KR/2024_KR_10k.txt,50266,0,0.0,primary_text_sample,True,,,5411,Retail-Grocery Stores,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2.0,cybersecurity_attacks_security_threats,KR_2024_56873,0000056873,KR,2024-04-02,2024,0000056873_2024-04-02,KR_2024-04-02,KR_2024_0000056873,KR,Kroger,2024-04-02,2024-04-02,US500,success,,0.0134530674447451,0.0152310408673794,0.0081907680494468,-0.0250866848381205,-0.2230061204582387,-0.2106158692983104,0.0712925475979033,0.0050678055717122,0.0103525790877078,0.1596439933444655,,KR,2024-04-02,,0.0,1.0,1.0,2024,10.825084183200465,0,-0.0
27,Kroger,KR,56873,56873,2025,success,,10-K,2025-04-01,2025-02-01,0001558370-25-004267,kr-20250201x10k.htm,https://www.sec.gov/Archives/edgar/data/56873/000155837025004267/,https://www.sec.gov/Archives/edgar/data/56873/000155837025004267/kr-20250201x10k.htm,data/raw/sec_10k_html/top100/chunk_02/KR/2025_KR_10k.html,data/processed/sec_10k_text/top100/chunk_02/KR/2025_KR_10k.txt,52058,3,0.57628,primary_text_sample,True,,,5411,Retail-Grocery Stores,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,6,0,0.0,1,0.166667,2,0.333333,0,0.0,3,0.5,0,0.0,1,0.166667,2,0.333333,0,0.0,3,0.5,5,0.833333,0.833333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,KR_2025_56873,0000056873,KR,2025-04-01,2025,0000056873_2025-04-01,KR_2025-04-01,KR_2025_0000056873,KR,Kroger,2025-04-01,2025-04-01,US500,success,,0.0041803731989213,-0.0088843503273836,0.0037302884295228,-0.0071506325473767,0.4344247545715468,1.718665279820177,1.9814697212069905,-0.0203041448046685,0.0220140825842501,0.5239947209065154,,KR,2025-04-01,,0.57628,0.833333,0.833333,2025,10.860113760599686,3,1.0114044957559118
28,Verizon Communications,VZ,732712,732712,2023,success,,10-K,2024-02-09,2023-12-31,0000732712-24-000010,vz-20231231.htm,https://www.sec.gov/Archives/edgar/data/732712/000073271224000010/,https://www.sec.gov/Archives/edgar/data/732712/000073271224000010/vz-20231231.htm,data/raw/sec_10k_html/top100/chunk_02/VZ/2023_VZ_10k.html,data/processed/sec_10k_text/top100/chunk_02/VZ/2023_VZ_10k.txt,66036,4,0.60573,primary_text_sample,True,,,4813,Telephone Communications (No Radiotelephone),,,51,Information,sic_exact_sector_override,success,,master_frame,True,True,True,True,3,1,0.333333,1,0.333333,0,0.0,0,0.0,1,0.333333,1,0.333333,1,0.333333,0,0.0,0,0.0,1,0.333333,2,0.666666,0.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0.0,privacy_data_law_protection,VZ_2023_732712,0000732712,VZ,2024-02-09,2023,0000732712_2024-02-09,VZ_2024-02-09,VZ_2023_0000732712,VZ,Verizon Communications,2024-02-09,2024-02-09,US500,success,,-0.009491667675837,0.0030861508639684,0.0073844025511899,0.0161358733628898,-0.5605884168881162,-0.8658456736397242,-1.0449754872769474,0.005524464253191,-0.0576656378983284,-0.0144413591490865,,VZ,2024-02-09,,0.60573,0.666666,0.666667,2024,11.097955326847758,4,1.098612190055321
28,Verizon Communications,VZ,732712,732712,2024,success,,10-K,2025-02-12,2024-12-31,0000732712-25-000006,vz-20241231.htm,https://www.sec.gov/Archives/edgar/data/732712/000073271225000006/,https://www.sec.gov/Archives/edgar/data/732712/000073271225000006/vz-20241231.htm,data/raw/sec_10k_html/top100/chunk_02/VZ/2024_VZ_10k.html,data/processed/sec_10k_text/top100/chunk_02/VZ/2024_VZ_10k.txt,66825,6,0.897868,primary_text_sample,True,,,4813,Telephone Communications (No Radiotelephone),,,51,Information,sic_exact_sector_override,success,,master_frame,True,True,True,True,10,2,0.2,2,0.2,1,0.1,0,0.0,5,0.5,2,0.2,2,0.2,1,0.1,0,0.0,5,0.5,8,0.8,0.8,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,VZ_2024_732712,0000732712,VZ,2025-02-12,2024,0000732712_2025-02-12,VZ_2025-02-12,VZ_2024_0000732712,VZ,Verizon Communications,2025-02-12,2025-02-12,US500,success,,0.0264080700847141,0.0131836036129918,0.016693926700623,0.0470843185637075,-0.1806910988901606,-0.3215204953090181,-0.01708726181215,-0.0158121032639423,0.0027486929573901,-0.0942352245467512,,VZ,2025-02-12,,0.897868,0.8,0.8,2025,11.109832541007119,6,1.2206072645530175
28,Verizon Communications,VZ,732712,732712,2025,success,,10-K,2026-02-17,2025-12-31,0000732712-26-000007,vz-20251231.htm,https://www.sec.gov/Archives/edgar/data/732712/000073271226000007/,https://www.sec.gov/Archives/edgar/data/732712/000073271226000007/vz-20251231.htm,data/raw/sec_10k_html/top100/chunk_02/VZ/2025_VZ_10k.html,data/processed/sec_10k_text/top100/chunk_02/VZ/2025_VZ_10k.txt,65049,8,1.229842,primary_text_sample,True,,,4813,Telephone Communications (No Radiotelephone),,,51,Information,sic_exact_sector_override,success,,master_frame,True,True,True,True,18,2,0.111111,5,0.277778,1,0.055556,4,0.222222,6,0.333333,2,0.111111,5,0.277778,1,0.055556,4,0.222222,6,0.333333,9,0.5,0.277778,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,VZ_2025_732712,0000732712,VZ,2026-02-17,2025,0000732712_2026-02-17,VZ_2026-02-17,VZ_2025_0000732712,VZ,Verizon Communications,2026-02-17,2026-02-17,US500,success,,-0.0301002967546596,-0.0207932467022989,0.0031648931169465,0.0156029110945806,0.6291242174546613,0.5954161153338511,0.6089315162499209,0.0390037437142072,0.0671329721499751,1.5828577877604388,,VZ,2026-02-17,,1.229842,0.5,0.277778,2026,11.082896111032328,8,1.4609713724016697
29,Phillips 66,PSX,1534701,1534701,2023,success,,10-K,2024-02-21,2023-12-31,0001534701-24-000078,psx-20231231.htm,https://www.sec.gov/Archives/edgar/data/1534701/000153470124000078/,https://www.sec.gov/Archives/edgar/data/1534701/000153470124000078/psx-20231231.htm,data/raw/sec_10k_html/top100/chunk_02/PSX/2023_PSX_10k.html,data/processed/sec_10k_text/top100/chunk_02/PSX/2023_PSX_10k.txt,75446,0,0.0,primary_text_sample,True,,,2911,Petroleum Refining,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,False,True,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,,no_ai_mention_window,PSX_2023_1534701,0001534701,PSX,2024-02-21,2023,0001534701_2024-02-21,PSX_2024-02-21,PSX_2023_0001534701,PSX,Phillips 66,2024-02-21,2024-02-21,US500,success,,0.0077100770881142,0.0243346972850247,0.0355053557687966,-0.0154644226592999,-0.6353179029893878,-0.7178095974503407,-0.7625358669881744,-0.0327257658062685,0.0002616390187802,-0.1694665808977366,,PSX,2024-02-21,,0.0,0.0,0.0,2024,11.231172447548754,0,0.0
29,Phillips 66,PSX,1534701,1534701,2024,success,,10-K,2025-02-21,2024-12-31,0001534701-25-000074,psx-20241231.htm,https://www.sec.gov/Archives/edgar/data/1534701/000153470125000074/,https://www.sec.gov/Archives/edgar/data/1534701/000153470125000074/psx-20241231.htm,data/raw/sec_10k_html/top100/chunk_02/PSX/2024_PSX_10k.html,data/processed/sec_10k_text/top100/chunk_02/PSX/2024_PSX_10k.txt,76901,2,0.260075,primary_text_sample,True,,,2911,Petroleum Refining,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,1,0.5,0.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1.0,business_product_service_revenue,PSX_2024_1534701,0001534701,PSX,2025-02-21,2024,0001534701_2025-02-21,PSX_2025-02-21,PSX_2024_0001534701,PSX,Phillips 66,2025-02-21,2025-02-21,US500,success,,0.0059291579855535,-0.0100787183354759,-0.0177678586066686,0.0183638937707418,3.5218438568476813,2.177934294345845,1.906102746311628,0.0214123221092706,0.0351539608082434,1.0655519800968112,,PSX,2025-02-21,,0.260075,0.5,0.5,2025,11.250274159310356,2,0.6931471805599453
29,Phillips 66,PSX,1534701,1534701,2025,success,,10-K,2026-02-20,2025-12-31,0001534701-26-000006,psx-20251231.htm,https://www.sec.gov/Archives/edgar/data/1534701/000153470126000006/,https://www.sec.gov/Archives/edgar/data/1534701/000153470126000006/psx-20251231.htm,data/raw/sec_10k_html/top100/chunk_02/PSX/2025_PSX_10k.html,data/processed/sec_10k_text/top100/chunk_02/PSX/2025_PSX_10k.txt,76503,2,0.261428,primary_text_sample,True,,,2911,Petroleum Refining,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,1,0.5,0.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1.0,business_product_service_revenue,PSX_2025_1534701,0001534701,PSX,2026-02-20,2025,0001534701_2026-02-20,PSX_2026-02-20,PSX_2025_0001534701,PSX,Phillips 66,2026-02-20,2026-02-20,US500,success,,0.0001906978579822,0.0092978866709553,-0.0278771002518675,-2.6852030750004054e-05,0.0818746721077132,-0.1700125083555419,0.0411591939471438,0.0344464031173265,-0.0143191600276962,-0.0708363618027006,,PSX,2026-02-20,,0.261428,0.5,0.5,2026,11.245085234731986,2,0.6931471805599453
30,Marathon Petroleum,MPC,1510295,1510295,2023,success,,10-K,2024-02-28,2023-12-31,0001510295-24-000015,mpc-20231231.htm,https://www.sec.gov/Archives/edgar/data/1510295/000151029524000015/,https://www.sec.gov/Archives/edgar/data/1510295/000151029524000015/mpc-20231231.htm,data/raw/sec_10k_html/top100/chunk_02/MPC/2023_MPC_10k.html,data/processed/sec_10k_text/top100/chunk_02/MPC/2023_MPC_10k.txt,71267,2,0.280635,primary_text_sample,True,,,2911,Petroleum Refining,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,1,0.5,0.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1.0,business_product_service_revenue,MPC_2023_1510295,0001510295,MPC,2024-02-28,2023,0001510295_2024-02-28,MPC_2024-02-28,MPC_2023_0001510295,MPC,Marathon Petroleum,2024-02-28,2024-02-28,US500,success,,-0.0239683267800506,-0.0146506462811838,0.0059643868240268,0.0167458258815831,0.1036561000880506,-0.1203559357194932,-0.3086997935851139,-0.0187550309792272,0.0333196723197159,-0.9225482854666314,,MPC,2024-02-28,,0.280635,0.5,0.5,2024,11.17418866616251,2,0.6931471805599453
30,Marathon Petroleum,MPC,1510295,1510295,2024,success,,10-K,2025-02-27,2024-12-31,0001510295-25-000012,mpc-20241231.htm,https://www.sec.gov/Archives/edgar/data/1510295/000151029525000012/,https://www.sec.gov/Archives/edgar/data/1510295/000151029525000012/mpc-20241231.htm,data/raw/sec_10k_html/top100/chunk_02/MPC/2024_MPC_10k.html,data/processed/sec_10k_text/top100/chunk_02/MPC/2024_MPC_10k.txt,74306,3,0.403736,primary_text_sample,True,,,2911,Petroleum Refining,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,5,0,0.0,0,0.0,1,0.2,0,0.0,4,0.8,0,0.0,0,0.0,1,0.2,0,0.0,4,0.8,5,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,MPC_2024_1510295,0001510295,MPC,2025-02-27,2024,0001510295_2025-02-27,MPC_2025-02-27,MPC_2024_0001510295,MPC,Marathon Petroleum,2025-02-27,2025-02-27,US500,success,,-4.3466244085906686e-05,0.0280557663034892,-0.0063121717190244,-0.0371337955033538,0.2670904325017566,0.4102285363468341,0.5813449817465837,0.0122904546345903,-0.0197598806379074,0.1400569576897993,,MPC,2025-02-27,,0.403736,1.0,1.0,2025,11.215946981146658,3,0.5004024235381879
30,Marathon Petroleum,MPC,1510295,1510295,2025,success,,10-K,2026-02-26,2025-12-31,0001510295-26-000009,mpc-20251231.htm,https://www.sec.gov/Archives/edgar/data/1510295/000151029526000009/,https://www.sec.gov/Archives/edgar/data/1510295/000151029526000009/mpc-20251231.htm,data/raw/sec_10k_html/top100/chunk_02/MPC/2025_MPC_10k.html,data/processed/sec_10k_text/top100/chunk_02/MPC/2025_MPC_10k.txt,75231,3,0.398772,primary_text_sample,True,,,2911,Petroleum Refining,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,5,0,0.0,0,0.0,1,0.2,0,0.0,4,0.8,0,0.0,0,0.0,1,0.2,0,0.0,4,0.8,5,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,MPC_2025_1510295,0001510295,MPC,2026-02-26,2025,0001510295_2026-02-26,MPC_2026-02-26,MPC_2025_0001510295,MPC,Marathon Petroleum,2026-02-26,2026-02-26,US500,success,,0.0160898206244829,0.0223686490070882,0.0988400821323021,0.1214047114720518,0.9318543196593002,0.981009200544736,1.084893041857509,-0.00921292593292,-0.0236551677284617,-0.215203581173343,,MPC,2026-02-26,,0.398772,1.0,1.0,2026,11.228318659035375,3,0.5004024235381879
31,StoneX Group,SNEX,913760,913760,2023,success,,10-K,2023-11-24,2023-09-30,0000913760-23-000159,intl-20230930.htm,https://www.sec.gov/Archives/edgar/data/913760/000091376023000159/,https://www.sec.gov/Archives/edgar/data/913760/000091376023000159/intl-20230930.htm,data/raw/sec_10k_html/top100/chunk_02/SNEX/2023_SNEX_10k.html,data/processed/sec_10k_text/top100/chunk_02/SNEX/2023_SNEX_10k.txt,77364,0,0.0,primary_text_sample,True,,,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,True,False,True,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,,no_ai_mention_window,SNEX_2023_913760,0000913760,SNEX,2023-11-24,2023,0000913760_2023-11-24,SNEX_2023-11-24,SNEX_2023_0000913760,SNEX,StoneX Group,2023-11-24,2023-11-24,US500,success,,0.0278141403568864,0.0360468607086589,0.0214744198622514,0.0213331342131188,-0.3144872665346477,0.0040409863435966,0.5929151244371602,0.0096498059084766,-0.0967401304712032,0.9339059895944324,,SNEX,2023-11-24,,0.0,0.0,0.0,2023,11.256276835098621,0,0.0
31,StoneX Group,SNEX,913760,913760,2024,success,,10-K,2024-11-29,2024-09-30,0000913760-24-000187,intl-20240930.htm,https://www.sec.gov/Archives/edgar/data/913760/000091376024000187/,https://www.sec.gov/Archives/edgar/data/913760/000091376024000187/intl-20240930.htm,data/raw/sec_10k_html/top100/chunk_02/SNEX/2024_SNEX_10k.html,data/processed/sec_10k_text/top100/chunk_02/SNEX/2024_SNEX_10k.txt,77681,0,0.0,primary_text_sample,True,,,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,True,False,True,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,,no_ai_mention_window,SNEX_2024_913760,0000913760,SNEX,2024-11-29,2024,0000913760_2024-11-29,SNEX_2024-11-29,SNEX_2024_0000913760,SNEX,StoneX Group,2024-11-29,2024-11-29,US500,success,,-0.0021635067085808,-0.0031424950029723,-0.0196056392330389,-0.0277175790998599,0.0044224909427974,0.0692866157198486,-0.1631938603081,0.078774415923746,-0.0028799733432388,1.210298036815392,,SNEX,2024-11-29,,0.0,0.0,0.0,2024,11.260365976208814,0,0.0
31,StoneX Group,SNEX,913760,913760,2025,success,,10-K,2025-11-28,2025-09-30,0000913760-25-000196,intl-20250930.htm,https://www.sec.gov/Archives/edgar/data/913760/000091376025000196/,https://www.sec.gov/Archives/edgar/data/913760/000091376025000196/intl-20250930.htm,data/raw/sec_10k_html/top100/chunk_02/SNEX/2025_SNEX_10k.html,data/processed/sec_10k_text/top100/chunk_02/SNEX/2025_SNEX_10k.txt,84923,0,0.0,primary_text_sample,True,,,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,True,False,True,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,,no_ai_mention_window,SNEX_2025_913760,0000913760,SNEX,2025-11-28,2025,0000913760_2025-11-28,SNEX_2025-11-28,SNEX_2025_0000913760,SNEX,StoneX Group,2025-11-28,2025-11-28,US500,success,,-0.0268450142407238,-0.0390872663351338,0.0156089608724128,0.0099174994073519,-0.5031871264895884,-0.0628015336967571,-0.1315976112871753,-0.0077425832082465,0.0002335956442963,0.4480580602171161,,SNEX,2025-11-28,,0.0,0.0,0.0,2025,11.34950024256013,0,0.0
33,Freddie Mac,FMCC,1026214,1026214,2023,success,,10-K,2024-02-14,2023-12-31,0001026214-24-000025,fmcc-20231231.htm,https://www.sec.gov/Archives/edgar/data/1026214/000102621424000025/,https://www.sec.gov/Archives/edgar/data/1026214/000102621424000025/fmcc-20231231.htm,data/raw/sec_10k_html/top100/chunk_02/FMCC/2023_FMCC_10k.html,data/processed/sec_10k_text/top100/chunk_02/FMCC/2023_FMCC_10k.txt,149738,3,0.20035,primary_text_sample,True,,,6111,Federal & Federally-Sponsored Credit Agencies,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,15,2,0.133333,2,0.133333,2,0.133333,0,0.0,9,0.6,2,0.133333,2,0.133333,2,0.133333,0,0.0,9,0.6,13,0.866666,0.866667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,FMCC_2023_1026214,0001026214,FMCC,2024-02-14,2023,0001026214_2024-02-14,FMCC_2024-02-14,FMCC_2023_0001026214,FMCC,Freddie Mac,2024-02-14,2024-02-14,US500,success,,-0.0440853084632548,-0.0263130286918232,-0.0006678574241257,-0.0189025977793927,0.6334777285322276,0.6404260712242988,0.5201205115326425,-0.0602727931486803,0.0637700853722452,0.8956725888346906,,FMCC,2024-02-14,,0.20035,0.866666,0.866667,2024,11.916642379210904,3,1.1124555675722296
