fortune_rank_2025,company_name,ticker,cik,cik_padded,target_report_year,download_status,failure_reason,form_type,filing_date,report_date,accession_number,primary_document,sec_filing_url,sec_document_url,local_html_path,local_text_path,total_words,ai_keyword_count,ai_keyword_per_10k_words,sample_role,has_10k_text,audit_category,analysis_treatment,sec_sic_code,sec_sic_description,naics_code,naics_description,naics_sector_code,naics_sector_name,naics_source,industry_enrichment_status,industry_enrichment_reason,final_dataset_role,has_10k_text_final,has_ai_window_k5,is_primary_text_sample,is_k5_topic_sample,ai_window_count,topic_0_count,topic_0_share,topic_1_count,topic_1_share,topic_2_count,topic_2_share,topic_3_count,topic_3_share,topic_4_count,topic_4_share,AI_Privacy_Data_Law_Topic_Count,AI_Privacy_Data_Law_Topic_Share,AI_Business_Product_Topic_Count,AI_Business_Product_Topic_Share,AI_Cybersecurity_Risk_Topic_Count,AI_Cybersecurity_Risk_Topic_Share,AI_Infrastructure_Topic_Count,AI_Infrastructure_Topic_Share,AI_AIUse_LegalRisk_Topic_Count,AI_AIUse_LegalRisk_Topic_Share,AI_NegativeSensitive_Topic_Count,AI_NegativeSensitive_Topic_Share,AI_Negative_Orientation,k,k5_topic_0_label,k5_topic_1_label,k5_topic_2_label,k5_topic_3_label,k5_topic_4_label,AI_Dominant_Topic_ID,AI_Dominant_Topic_Label,event_id,norm_cik,norm_ticker,norm_date,fiscal_year,key_cik_date,key_ticker_date,event_id_estimate,ticker_estimate,company,filing_date_estimate,event_trading_date,market_benchmark,market_data_status,failure_reason_estimate,CAR_m1_p1,CAR_0_p1,CAR_0_p3,CAR_0_p5,AbnormalVolume_0_p1,AbnormalVolume_0_p3,AbnormalVolume_0_p5,CAR_m10_m6,CAR_m5_m2,AbnormalVolume_m5_m2,norm_cik_estimate,norm_ticker_estimate,norm_date_estimate,key_cik_date_estimate,AI_Related_Disclosure_Intensity,AI_RiskRelated_Topic_Share,AI_Risk_Orientation_Proxy,filing_year,log_total_words,AI_Mention_Count,Topic_Entropy
81,United Airlines Holdings,UAL,100517,100517,2025,success,,10-K,2026-02-12,2025-12-31,0000100517-26-000023,ual-20251231.htm,https://www.sec.gov/Archives/edgar/data/100517/000010051726000023/,https://www.sec.gov/Archives/edgar/data/100517/000010051726000023/ual-20251231.htm,data/raw/sec_10k_html/top100/chunk_04/UAL/2025_UAL_10k.html,data/processed/sec_10k_text/top100/chunk_04/UAL/2025_UAL_10k.txt,63309,1,0.157955,primary_text_sample,True,,,4512,"Air Transportation, Scheduled",,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,8,0,0.0,1,0.125,2,0.25,0,0.0,5,0.625,0,0.0,1,0.125,2,0.25,0,0.0,5,0.625,7,0.875,0.875,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,UAL_2025_100517,0000100517,UAL,2026-02-12,2025,0000100517_2026-02-12,UAL_2026-02-12,UAL_2025_0000100517,UAL,United Airlines Holdings,2026-02-12,2026-02-12,US500,success,,-0.0265422692908691,-0.0066037384998817,0.048651799731898,0.0078133297638346,-0.2116860600564619,-0.3219844669949495,-0.46642102017958,0.0772969482923671,0.0463142211327726,-0.2395156762220422,,UAL,2026-02-12,,0.157955,0.875,0.875,2026,11.055782778120422,1,0.9002560512685369
82,Oracle,ORCL,1341439,1341439,2023,success,,10-K,2023-06-20,2023-05-31,0000950170-23-028914,orcl-20230531.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017023028914/,https://www.sec.gov/Archives/edgar/data/1341439/000095017023028914/orcl-20230531.htm,data/raw/sec_10k_html/top100/chunk_04/ORCL/2023_ORCL_10k.html,data/processed/sec_10k_text/top100/chunk_04/ORCL/2023_ORCL_10k.txt,61294,12,1.957777,primary_text_sample,True,,,7372,Services-Prepackaged Software,,,51,Information,sic_exact_sector_override,success,,master_frame,True,True,True,True,13,0,0.0,3,0.230769,0,0.0,10,0.769231,0,0.0,0,0.0,3,0.230769,0,0.0,10,0.769231,0,0.0,0,0.0,-0.769231,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3.0,ai_cloud_platform_infrastructure,ORCL_2023_1341439,0001341439,ORCL,2023-06-20,2023,0001341439_2023-06-20,ORCL_2023-06-20,ORCL_2023_0001341439,ORCL,Oracle,2023-06-20,2023-06-20,US500,success,,-0.0284449533326722,-0.0215254917284253,-0.0495591841553582,-0.0644796615337526,2.426777696764492,2.306631569108613,1.640819865346437,0.0272446851151139,0.1127220760355203,4.240996725862709,,ORCL,2023-06-20,,1.957777,0.0,-0.769231,2023,11.023437237851594,12,0.540203864548833
82,Oracle,ORCL,1341439,1341439,2024,success,,10-K,2024-06-20,2024-05-31,0000950170-24-075605,orcl-20240531.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017024075605/,https://www.sec.gov/Archives/edgar/data/1341439/000095017024075605/orcl-20240531.htm,data/raw/sec_10k_html/top100/chunk_04/ORCL/2024_ORCL_10k.html,data/processed/sec_10k_text/top100/chunk_04/ORCL/2024_ORCL_10k.txt,59482,19,3.194244,primary_text_sample,True,,,7372,Services-Prepackaged Software,,,51,Information,sic_exact_sector_override,success,,master_frame,True,True,True,True,23,2,0.086957,3,0.130435,0,0.0,14,0.608696,4,0.173913,2,0.086957,3,0.130435,0,0.0,14,0.608696,4,0.173913,6,0.26087,-0.347826,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3.0,ai_cloud_platform_infrastructure,ORCL_2024_1341439,0001341439,ORCL,2024-06-20,2024,0001341439_2024-06-20,ORCL_2024-06-20,ORCL_2024_0001341439,ORCL,Oracle,2024-06-20,2024-06-20,US500,success,,0.0068118500512603,-0.0142702832675996,-0.0297537433921042,-0.0235520582130003,0.8265914550032296,0.422259142898703,0.2665198783941767,0.0160071350667364,0.1122303250149397,1.6021332846310423,,ORCL,2024-06-20,,3.194244,0.26087,-0.347826,2024,10.993429024756606,19,1.0844466066364555
82,Oracle,ORCL,1341439,1341439,2025,success,,10-K,2025-06-18,2025-05-31,0000950170-25-087926,orcl-20250531.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm,data/raw/sec_10k_html/top100/chunk_04/ORCL/2025_ORCL_10k.html,data/processed/sec_10k_text/top100/chunk_04/ORCL/2025_ORCL_10k.txt,58659,21,3.580013,primary_text_sample,True,,,7372,Services-Prepackaged Software,,,51,Information,sic_exact_sector_override,success,,master_frame,True,True,True,True,30,4,0.133333,7,0.233333,0,0.0,14,0.466667,5,0.166667,4,0.133333,7,0.233333,0,0.0,14,0.466667,5,0.166667,9,0.3,-0.166667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3.0,ai_cloud_platform_infrastructure,ORCL_2025_1341439,0001341439,ORCL,2025-06-18,2025,0001341439_2025-06-18,ORCL_2025-06-18,ORCL_2025_0001341439,ORCL,Oracle,2025-06-18,2025-06-18,US500,success,,-0.0129300711467433,-0.0111212052308487,0.0067269796482514,-0.0165277519437312,1.5644639959762925,1.4582752336911469,1.1776543345339052,0.031079097590782,0.1744835174388641,2.8389548203434565,,ORCL,2025-06-18,,3.580013,0.3,-0.166667,2025,10.979496294994384,21,1.2625123874091084
83,Cisco Systems,CSCO,858877,858877,2023,success,,10-K,2023-09-07,2023-07-29,0000858877-23-000023,csco-20230729.htm,https://www.sec.gov/Archives/edgar/data/858877/000085887723000023/,https://www.sec.gov/Archives/edgar/data/858877/000085887723000023/csco-20230729.htm,data/raw/sec_10k_html/top100/chunk_04/CSCO/2023_CSCO_10k.html,data/processed/sec_10k_text/top100/chunk_04/CSCO/2023_CSCO_10k.txt,56126,14,2.494388,primary_text_sample,True,,,3576,Computer Communications Equipment,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,21,2,0.095238,1,0.047619,1,0.047619,11,0.52381,6,0.285714,2,0.095238,1,0.047619,1,0.047619,11,0.52381,6,0.285714,9,0.428571,-0.095238,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3.0,ai_cloud_platform_infrastructure,CSCO_2023_858877,0000858877,CSCO,2023-09-07,2023,0000858877_2023-09-07,CSCO_2023-09-07,CSCO_2023_0000858877,CSCO,Cisco Systems,2023-09-07,2023-09-07,US500,success,,-0.0039437718596824,-0.007816140039149,-0.0143560672540139,-0.0237014311547607,-0.7132200948194836,-0.6609902970777936,-0.678951091963765,-0.0034282334279478,0.0109721899692292,-0.5287151485737402,,CSCO,2023-09-07,,2.494388,0.428571,-0.095238,2023,10.935354442257765,14,1.2105361987052614
83,Cisco Systems,CSCO,858877,858877,2024,success,,10-K,2024-09-05,2024-07-27,0000858877-24-000017,csco-20240727.htm,https://www.sec.gov/Archives/edgar/data/858877/000085887724000017/,https://www.sec.gov/Archives/edgar/data/858877/000085887724000017/csco-20240727.htm,data/raw/sec_10k_html/top100/chunk_04/CSCO/2024_CSCO_10k.html,data/processed/sec_10k_text/top100/chunk_04/CSCO/2024_CSCO_10k.txt,58798,10,1.700738,primary_text_sample,True,,,3576,Computer Communications Equipment,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,26,3,0.115385,4,0.153846,3,0.115385,7,0.269231,9,0.346154,3,0.115385,4,0.153846,3,0.115385,7,0.269231,9,0.346154,15,0.576924,0.307692,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,CSCO_2024_858877,0000858877,CSCO,2024-09-05,2024,0000858877_2024-09-05,CSCO_2024-09-05,CSCO_2024_0000858877,CSCO,Cisco Systems,2024-09-05,2024-09-05,US500,success,,-0.0161370141702525,-0.0110112733111841,-0.0111641738586137,-0.0017387783283913,0.0774934461214491,-0.2629381131705617,-0.4241646409332413,0.012721374004951,0.0013453887470852,-0.4971198789480605,,CSCO,2024-09-05,,1.700738,0.576924,0.307692,2024,10.981863119702801,10,1.5068187842961849
83,Cisco Systems,CSCO,858877,858877,2025,success,,10-K,2025-09-03,2025-07-26,0000858877-25-000111,csco-20250726.htm,https://www.sec.gov/Archives/edgar/data/858877/000085887725000111/,https://www.sec.gov/Archives/edgar/data/858877/000085887725000111/csco-20250726.htm,data/raw/sec_10k_html/top100/chunk_04/CSCO/2025_CSCO_10k.html,data/processed/sec_10k_text/top100/chunk_04/CSCO/2025_CSCO_10k.txt,56604,9,1.589994,primary_text_sample,True,,,3576,Computer Communications Equipment,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,47,2,0.042553,8,0.170213,5,0.106383,19,0.404255,13,0.276596,2,0.042553,8,0.170213,5,0.106383,19,0.404255,13,0.276596,20,0.425532,0.021277,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3.0,ai_cloud_platform_infrastructure,CSCO_2025_858877,0000858877,CSCO,2025-09-03,2025,0000858877_2025-09-03,CSCO_2025-09-03,CSCO_2025_0000858877,CSCO,Cisco Systems,2025-09-03,2025-09-03,US500,success,,-0.0248859779935508,-0.0111963547679502,-0.0287662553525546,-0.017352708103661,-0.7579172490336886,-0.5064009962186016,-0.6765890363613861,-0.0009552005443313,0.0216198074859476,-0.2368733845029221,,CSCO,2025-09-03,,1.589994,0.425532,0.021277,2025,10.943834933072262,9,1.395728381163066
84,HP,HPQ,47217,47217,2023,success,,10-K,2023-12-18,2023-10-31,0000047217-23-000100,hpq-20231031.htm,https://www.sec.gov/Archives/edgar/data/47217/000004721723000100/,https://www.sec.gov/Archives/edgar/data/47217/000004721723000100/hpq-20231031.htm,data/raw/sec_10k_html/top100/chunk_04/HPQ/2023_HPQ_10k.html,data/processed/sec_10k_text/top100/chunk_04/HPQ/2023_HPQ_10k.txt,63037,8,1.269096,primary_text_sample,True,,,3570,Computer & office Equipment,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,19,1,0.052632,8,0.421053,0,0.0,1,0.052632,9,0.473684,1,0.052632,8,0.421053,0,0.0,1,0.052632,9,0.473684,10,0.526316,0.473684,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,HPQ_2023_47217,0000047217,HPQ,2023-12-18,2023,0000047217_2023-12-18,HPQ_2023-12-18,HPQ_2023_0000047217,HPQ,HP,2023-12-18,2023-12-18,US500,success,,-0.0306298851454864,-0.0261687839527154,-0.025580225444188,-0.0219362609952368,1.474567138262421,0.9713930195792267,0.3702755977096079,-0.0018706203398744,0.0342405415045245,1.562016101694515,,HPQ,2023-12-18,,1.269096,0.526316,0.473684,2023,11.05147713456689,8,1.0280956974619935
84,HP,HPQ,47217,47217,2024,success,,10-K,2024-12-13,2024-10-31,0000047217-24-000080,hpq-20241031.htm,https://www.sec.gov/Archives/edgar/data/47217/000004721724000080/,https://www.sec.gov/Archives/edgar/data/47217/000004721724000080/hpq-20241031.htm,data/raw/sec_10k_html/top100/chunk_04/HPQ/2024_HPQ_10k.html,data/processed/sec_10k_text/top100/chunk_04/HPQ/2024_HPQ_10k.txt,59762,7,1.171313,primary_text_sample,True,,,3570,Computer & office Equipment,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,33,1,0.030303,9,0.272727,4,0.121212,6,0.181818,13,0.393939,1,0.030303,9,0.272727,4,0.121212,6,0.181818,13,0.393939,18,0.545454,0.363636,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,HPQ_2024_47217,0000047217,HPQ,2024-12-13,2024,0000047217_2024-12-13,HPQ_2024-12-13,HPQ_2024_0000047217,HPQ,HP,2024-12-13,2024-12-13,US500,success,,-0.0089818569020043,-0.0261135068837927,-0.0475061361995043,-0.0424282356123756,-0.2887695129556319,0.1939502177118762,0.5548554589117444,0.0316360600138661,-0.0387740184923642,0.0089024692831319,,HPQ,2024-12-13,,1.171313,0.545454,0.363636,2024,10.998125286448827,7,1.3930193774500328
84,HP,HPQ,47217,47217,2025,success,,10-K,2025-12-10,2025-10-31,0000047217-25-000071,hpq-20251031.htm,https://www.sec.gov/Archives/edgar/data/47217/000004721725000071/,https://www.sec.gov/Archives/edgar/data/47217/000004721725000071/hpq-20251031.htm,data/raw/sec_10k_html/top100/chunk_04/HPQ/2025_HPQ_10k.html,data/processed/sec_10k_text/top100/chunk_04/HPQ/2025_HPQ_10k.txt,59344,9,1.516581,primary_text_sample,True,,,3570,Computer & office Equipment,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,38,1,0.026316,15,0.394737,4,0.105263,5,0.131579,13,0.342105,1,0.026316,15,0.394737,4,0.105263,5,0.131579,13,0.342105,18,0.473684,0.342105,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1.0,business_product_service_revenue,HPQ_2025_47217,0000047217,HPQ,2025-12-10,2025,0000047217_2025-12-10,HPQ_2025-12-10,HPQ_2025_0000047217,HPQ,HP,2025-12-10,2025-12-10,US500,success,,0.0205254843536092,0.0053854185154912,-0.0124456514413883,0.006330921156504,0.8286816926193152,0.8018810989281504,0.8059854060718586,0.0166167611687409,0.0006198126466136,1.0339342399613172,,HPQ,2025-12-10,,1.516581,0.473684,0.342105,2025,10.991106299729372,9,1.3334428131436904
85,Charter Communications,CHTR,1091667,1091667,2023,success,,10-K,2024-02-02,2023-12-31,0001091667-24-000028,chtr-20231231.htm,https://www.sec.gov/Archives/edgar/data/1091667/000109166724000028/,https://www.sec.gov/Archives/edgar/data/1091667/000109166724000028/chtr-20231231.htm,data/raw/sec_10k_html/top100/chunk_04/CHTR/2023_CHTR_10k.html,data/processed/sec_10k_text/top100/chunk_04/CHTR/2023_CHTR_10k.txt,59298,1,0.16864,primary_text_sample,True,,,4841,Cable & Other Pay Television Services,,,51,Information,sic_exact_sector_override,success,,master_frame,True,True,True,True,9,0,0.0,1,0.111111,1,0.111111,0,0.0,7,0.777778,0,0.0,1,0.111111,1,0.111111,0,0.0,7,0.777778,8,0.888889,0.888889,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,CHTR_2023_1091667,0001091667,CHTR,2024-02-02,2023,0001091667_2024-02-02,CHTR_2024-02-02,CHTR_2023_0001091667,CHTR,Charter Communications,2024-02-02,2024-02-02,US500,success,,-0.2218025523094259,-0.2378456532419468,-0.3172648597771566,-0.2971887669042174,3.498722909260952,3.618899082075966,3.1676044363888103,-0.012372250117963,0.0214217615595067,0.1341014945904966,,CHTR,2024-02-02,,0.16864,0.888889,0.888889,2024,10.990330857604238,1,0.6837384734241331
85,Charter Communications,CHTR,1091667,1091667,2024,success,,10-K,2025-01-31,2024-12-31,0001091667-25-000034,chtr-20241231.htm,https://www.sec.gov/Archives/edgar/data/1091667/000109166725000034/,https://www.sec.gov/Archives/edgar/data/1091667/000109166725000034/chtr-20241231.htm,data/raw/sec_10k_html/top100/chunk_04/CHTR/2024_CHTR_10k.html,data/processed/sec_10k_text/top100/chunk_04/CHTR/2024_CHTR_10k.txt,65583,1,0.152479,primary_text_sample,True,,,4841,Cable & Other Pay Television Services,,,51,Information,sic_exact_sector_override,success,,master_frame,True,True,True,True,9,0,0.0,1,0.111111,1,0.111111,0,0.0,7,0.777778,0,0.0,1,0.111111,1,0.111111,0,0.0,7,0.777778,8,0.888889,0.888889,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,CHTR_2024_1091667,0001091667,CHTR,2025-01-31,2024,0001091667_2025-01-31,CHTR_2025-01-31,CHTR_2024_0001091667,CHTR,Charter Communications,2025-01-31,2025-01-31,US500,success,,-0.0442106931777048,0.023993768937541,0.0281158997702717,0.0412326697058139,1.2701914017452114,0.4642530522304034,-0.2061754120910902,0.0180919367099323,0.0092508512209947,-0.0308908160012739,,CHTR,2025-01-31,,0.152479,0.888889,0.888889,2025,11.091071795006501,1,0.6837384734241331
85,Charter Communications,CHTR,1091667,1091667,2025,success,,10-K,2026-01-30,2025-12-31,0001091667-26-000017,chtr-20251231.htm,https://www.sec.gov/Archives/edgar/data/1091667/000109166726000017/,https://www.sec.gov/Archives/edgar/data/1091667/000109166726000017/chtr-20251231.htm,data/raw/sec_10k_html/top100/chunk_04/CHTR/2025_CHTR_10k.html,data/processed/sec_10k_text/top100/chunk_04/CHTR/2025_CHTR_10k.txt,70959,3,0.422779,primary_text_sample,True,,,4841,Cable & Other Pay Television Services,,,51,Information,sic_exact_sector_override,success,,master_frame,True,True,True,True,12,3,0.25,1,0.083333,1,0.083333,0,0.0,7,0.583333,3,0.25,1,0.083333,1,0.083333,0,0.0,7,0.583333,11,0.916666,0.916667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,CHTR_2025_1091667,0001091667,CHTR,2026-01-30,2025,0001091667_2026-01-30,CHTR_2026-01-30,CHTR_2025_0001091667,CHTR,Charter Communications,2026-01-30,2026-01-30,US500,success,,0.1634128502264091,0.1133435438800348,0.177268866405895,0.207233022864953,2.564503358081674,2.0578391242437286,1.838267188997737,-0.0349194662970652,-0.0497962789896492,0.494603823594913,,CHTR,2026-01-30,,0.422779,0.916666,0.916667,2026,11.169857524437713,3,1.0751384877340113
86,American Airlines Group,AAL,6201,6201,2023,success,,10-K,2024-02-21,2023-12-31,0000006201-24-000010,aal-20231231.htm,https://www.sec.gov/Archives/edgar/data/6201/000000620124000010/,https://www.sec.gov/Archives/edgar/data/6201/000000620124000010/aal-20231231.htm,data/raw/sec_10k_html/top100/chunk_04/AAL/2023_AAL_10k.html,data/processed/sec_10k_text/top100/chunk_04/AAL/2023_AAL_10k.txt,113989,1,0.087728,primary_text_sample,True,,,4512,"Air Transportation, Scheduled",,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,1,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1.0,business_product_service_revenue,AAL_2023_6201,0000006201,AAL,2024-02-21,2023,0000006201_2024-02-21,AAL_2024-02-21,AAL_2023_0000006201,AAL,American Airlines Group,2024-02-21,2024-02-21,US500,success,,0.0209797269850719,0.0065608860652654,0.0172269833420587,0.0318630302104384,0.2603551052930983,-0.0088814603245202,-0.171124573251916,0.0301305685516162,-0.008873615600558,0.120649373307199,,AAL,2024-02-21,,0.087728,0.0,0.0,2024,11.643857231492984,1,-0.0
86,American Airlines Group,AAL,6201,6201,2024,success,,10-K,2025-02-19,2024-12-31,0000006201-25-000010,aal-20241231.htm,https://www.sec.gov/Archives/edgar/data/6201/000000620125000010/,https://www.sec.gov/Archives/edgar/data/6201/000000620125000010/aal-20241231.htm,data/raw/sec_10k_html/top100/chunk_04/AAL/2024_AAL_10k.html,data/processed/sec_10k_text/top100/chunk_04/AAL/2024_AAL_10k.txt,116587,11,0.943501,primary_text_sample,True,,,4512,"Air Transportation, Scheduled",,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,21,2,0.095238,1,0.047619,7,0.333333,0,0.0,11,0.52381,2,0.095238,1,0.047619,7,0.333333,0,0.0,11,0.52381,20,0.952381,0.952381,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,AAL_2024_6201,0000006201,AAL,2025-02-19,2024,0000006201_2025-02-19,AAL_2025-02-19,AAL_2024_0000006201,AAL,American Airlines Group,2025-02-19,2025-02-19,US500,success,,-0.0066363990408407,-0.0107865936456794,-0.0182520149919521,-0.020614710152858,-0.091421474745786,0.6003890896373965,0.7756527133386036,-0.0180135662861953,-0.0484719658250616,0.1004856318756052,,AAL,2025-02-19,,0.943501,0.952381,0.952381,2025,11.6663930544015,11,1.073830895981231
86,American Airlines Group,AAL,6201,6201,2025,success,,10-K,2026-02-18,2025-12-31,0000006201-26-000014,aal-20251231.htm,https://www.sec.gov/Archives/edgar/data/6201/000000620126000014/,https://www.sec.gov/Archives/edgar/data/6201/000000620126000014/aal-20251231.htm,data/raw/sec_10k_html/top100/chunk_04/AAL/2025_AAL_10k.html,data/processed/sec_10k_text/top100/chunk_04/AAL/2025_AAL_10k.txt,113451,16,1.4103,primary_text_sample,True,,,4512,"Air Transportation, Scheduled",,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,28,3,0.107143,1,0.035714,7,0.25,0,0.0,17,0.607143,3,0.107143,1,0.035714,7,0.25,0,0.0,17,0.607143,27,0.964286,0.964286,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4.0,ai_use_legal_regulatory_risk,AAL_2025_6201,0000006201,AAL,2026-02-18,2025,0000006201_2026-02-18,AAL_2026-02-18,AAL_2025_0000006201,AAL,American Airlines Group,2026-02-18,2026-02-18,US500,success,,-0.0427230247287079,-0.0786513336668155,-0.1018903314549368,-0.0993879137970509,0.1313066920103976,-0.1896673854563672,-0.1997739584733172,0.099198322566886,-0.0378300113728614,-1.1600629092885577,,AAL,2026-02-18,,1.4103,0.964286,0.964286,2026,11.639126304624847,16,1.0078527071150303
87,Tyson Foods,TSN,100493,100493,2023,success,,10-K,2023-11-13,2023-09-30,0000100493-23-000105,tsn-20230930.htm,https://www.sec.gov/Archives/edgar/data/100493/000010049323000105/,https://www.sec.gov/Archives/edgar/data/100493/000010049323000105/tsn-20230930.htm,data/raw/sec_10k_html/top100/chunk_04/TSN/2023_TSN_10k.html,data/processed/sec_10k_text/top100/chunk_04/TSN/2023_TSN_10k.txt,64621,6,0.928491,primary_text_sample,True,,,2015,Poultry Slaughtering and Processing,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,6,1,0.166667,4,0.666667,0,0.0,1,0.166667,0,0.0,1,0.166667,4,0.666667,0,0.0,1,0.166667,0,0.0,1,0.166667,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1.0,business_product_service_revenue,TSN_2023_100493,0000100493,TSN,2023-11-13,2023,0000100493_2023-11-13,TSN_2023-11-13,TSN_2023_0000100493,TSN,Tyson Foods,2023-11-13,2023-11-13,US500,success,,0.0155022528635029,0.0102608917536218,0.0239831975728676,0.0240595421233468,1.6138527941847425,0.7799730024949563,0.2834005615885251,0.0089740199678321,-0.0070764080353712,0.1684089937429189,,TSN,2023-11-13,,0.928491,0.166667,0.0,2023,11.076294714343865,6,0.8675635581420601
87,Tyson Foods,TSN,100493,100493,2024,success,,10-K,2024-11-12,2024-09-28,0000100493-24-000119,tsn-20240928.htm,https://www.sec.gov/Archives/edgar/data/100493/000010049324000119/,https://www.sec.gov/Archives/edgar/data/100493/000010049324000119/tsn-20240928.htm,data/raw/sec_10k_html/top100/chunk_04/TSN/2024_TSN_10k.html,data/processed/sec_10k_text/top100/chunk_04/TSN/2024_TSN_10k.txt,61212,2,0.326733,primary_text_sample,True,,,2015,Poultry Slaughtering and Processing,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,True,True,True,True,3,1,0.333333,0,0.0,1,0.333333,1,0.333333,0,0.0,1,0.333333,0,0.0,1,0.333333,1,0.333333,0,0.0,2,0.666666,0.333333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0.0,privacy_data_law_protection,TSN_2024_100493,0000100493,TSN,2024-11-12,2024,0000100493_2024-11-12,TSN_2024-11-12,TSN_2024_0000100493,TSN,Tyson Foods,2024-11-12,2024-11-12,US500,success,,0.0563306025058298,0.0708869986178314,0.0844574103136173,0.0595932665033176,1.5073757596322004,1.2435113142771108,0.8844565805585854,-0.0214882958242792,0.0152978930963387,-0.1606954582413902,,TSN,2024-11-12,,0.326733,0.666666,0.333333,2024,11.022098527710927,2,1.098612190055321
