event_id,company,ticker_original,ticker_yfinance,ticker_used,filing_date,event_trading_day,firm_data_source,benchmark_symbol,benchmark_data_source,firm_rows_raw,benchmark_rows_raw,daily_event_rows,estimation_window_mode,market_data_status,failure_reason
ELV_2024_0001156039,Elevance Health,ELV,ELV,ELV,2025-02-20,2025-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ELV_2025_0001156039,Elevance Health,ELV,ELV,ELV,2026-02-06,2026-02-06,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CNC_2023_0001071739,Centene,CNC,CNC,CNC,2024-02-20,2024-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CNC_2024_0001071739,Centene,CNC,CNC,CNC,2025-02-18,2025-02-18,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CNC_2025_0001071739,Centene,CNC,CNC,CNC,2026-02-17,2026-02-17,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
BAC_2023_0000070858,Bank of America,BAC,BAC,BAC,2024-02-20,2024-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
BAC_2024_0000070858,Bank of America,BAC,BAC,BAC,2025-02-25,2025-02-25,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
BAC_2025_0000070858,Bank of America,BAC,BAC,BAC,2026-02-25,2026-02-25,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CVX_2023_0000093410,Chevron,CVX,CVX,CVX,2024-02-26,2024-02-26,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CVX_2024_0000093410,Chevron,CVX,CVX,CVX,2025-02-21,2025-02-21,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CVX_2025_0000093410,Chevron,CVX,CVX,CVX,2026-02-24,2026-02-24,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
F_2023_0000037996,Ford Motor,F,F,F,2024-02-07,2024-02-07,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
F_2024_0000037996,Ford Motor,F,F,F,2025-02-06,2025-02-06,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
F_2025_0000037996,Ford Motor,F,F,F,2026-02-11,2026-02-11,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
GM_2023_0001467858,General Motors,GM,GM,GM,2024-01-30,2024-01-30,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
GM_2024_0001467858,General Motors,GM,GM,GM,2025-01-28,2025-01-28,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
GM_2025_0001467858,General Motors,GM,GM,GM,2026-01-27,2026-01-27,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
C_2023_0000831001,Citigroup,C,C,C,2024-02-23,2024-02-23,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
C_2024_0000831001,Citigroup,C,C,C,2025-02-21,2025-02-21,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
C_2025_0000831001,Citigroup,C,C,C,2026-02-20,2026-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
HD_2023_0000354950,Home Depot,HD,HD,HD,2023-03-15,2023-03-15,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
HD_2024_0000354950,Home Depot,HD,HD,HD,2024-03-13,2024-03-13,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
HD_2025_0000354950,Home Depot,HD,HD,HD,2025-03-21,2025-03-21,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
FNMA_2023_0000310522,Fannie Mae,FNMA,FNMA,FNMA,2024-02-15,2024-02-15,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
FNMA_2024_0000310522,Fannie Mae,FNMA,FNMA,FNMA,2025-02-14,2025-02-14,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
FNMA_2025_0000310522,Fannie Mae,FNMA,FNMA,FNMA,2026-02-11,2026-02-11,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
KR_2023_0000056873,Kroger,KR,KR,KR,2023-03-28,2023-03-28,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
KR_2024_0000056873,Kroger,KR,KR,KR,2024-04-02,2024-04-02,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
KR_2025_0000056873,Kroger,KR,KR,KR,2025-04-01,2025-04-01,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
VZ_2023_0000732712,Verizon Communications,VZ,VZ,VZ,2024-02-09,2024-02-09,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
VZ_2024_0000732712,Verizon Communications,VZ,VZ,VZ,2025-02-12,2025-02-12,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
VZ_2025_0000732712,Verizon Communications,VZ,VZ,VZ,2026-02-17,2026-02-17,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PSX_2023_0001534701,Phillips 66,PSX,PSX,PSX,2024-02-21,2024-02-21,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PSX_2024_0001534701,Phillips 66,PSX,PSX,PSX,2025-02-21,2025-02-21,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PSX_2025_0001534701,Phillips 66,PSX,PSX,PSX,2026-02-20,2026-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
MPC_2023_0001510295,Marathon Petroleum,MPC,MPC,MPC,2024-02-28,2024-02-28,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
MPC_2024_0001510295,Marathon Petroleum,MPC,MPC,MPC,2025-02-27,2025-02-27,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
MPC_2025_0001510295,Marathon Petroleum,MPC,MPC,MPC,2026-02-26,2026-02-26,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
SNEX_2023_0000913760,StoneX Group,SNEX,SNEX,SNEX,2023-11-24,2023-11-24,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
SNEX_2024_0000913760,StoneX Group,SNEX,SNEX,SNEX,2024-11-29,2024-11-29,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
SNEX_2025_0000913760,StoneX Group,SNEX,SNEX,SNEX,2025-11-28,2025-11-28,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
FMCC_2023_0001026214,Freddie Mac,FMCC,FMCC,FMCC,2024-02-14,2024-02-14,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
FMCC_2024_0001026214,Freddie Mac,FMCC,FMCC,FMCC,2025-02-13,2025-02-13,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
FMCC_2025_0001026214,Freddie Mac,FMCC,FMCC,FMCC,2026-02-12,2026-02-12,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
HUM_2023_0000049071,Humana,HUM,HUM,HUM,2024-02-15,2024-02-15,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
HUM_2024_0000049071,Humana,HUM,HUM,HUM,2025-02-20,2025-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
HUM_2025_0000049071,Humana,HUM,HUM,HUM,2026-02-19,2026-02-19,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
T_2023_0000732717,AT&T,T,T,T,2024-02-23,2024-02-23,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
T_2024_0000732717,AT&T,T,T,T,2025-02-12,2025-02-12,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
T_2025_0000732717,AT&T,T,T,T,2026-02-09,2026-02-09,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
GS_2023_0000886982,Goldman Sachs Group,GS,GS,GS,2024-02-23,2024-02-23,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
GS_2024_0000886982,Goldman Sachs Group,GS,GS,GS,2025-02-27,2025-02-27,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
GS_2025_0000886982,Goldman Sachs Group,GS,GS,GS,2026-02-25,2026-02-25,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CMCSA_2023_0001166691,Comcast,CMCSA,CMCSA,CMCSA,2024-01-31,2024-01-31,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CMCSA_2024_0001166691,Comcast,CMCSA,CMCSA,CMCSA,2025-01-31,2025-01-31,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
CMCSA_2025_0001166691,Comcast,CMCSA,CMCSA,CMCSA,2026-02-03,2026-02-03,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
WFC_2023_0000072971,Wells Fargo,WFC,WFC,WFC,2024-02-20,2024-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
WFC_2024_0000072971,Wells Fargo,WFC,WFC,WFC,2025-02-25,2025-02-25,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
WFC_2025_0000072971,Wells Fargo,WFC,WFC,WFC,2026-02-24,2026-02-24,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
MS_2023_0000895421,Morgan Stanley,MS,MS,MS,2024-02-22,2024-02-22,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
MS_2024_0000895421,Morgan Stanley,MS,MS,MS,2025-02-21,2025-02-21,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
MS_2025_0000895421,Morgan Stanley,MS,MS,MS,2026-02-19,2026-02-19,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
VLO_2023_0001035002,Valero Energy,VLO,VLO,VLO,2024-02-22,2024-02-22,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
VLO_2024_0001035002,Valero Energy,VLO,VLO,VLO,2025-02-26,2025-02-26,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
VLO_2025_0001035002,Valero Energy,VLO,VLO,VLO,2026-02-25,2026-02-25,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
DELL_2023_0001571996,Dell Technologies,DELL,DELL,DELL,2023-03-30,2023-03-30,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
DELL_2024_0001571996,Dell Technologies,DELL,DELL,DELL,2024-03-25,2024-03-25,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
DELL_2025_0001571996,Dell Technologies,DELL,DELL,DELL,2025-03-25,2025-03-25,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TGT_2023_0000027419,Target,TGT,TGT,TGT,2023-03-08,2023-03-08,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TGT_2024_0000027419,Target,TGT,TGT,TGT,2024-03-13,2024-03-13,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TGT_2025_0000027419,Target,TGT,TGT,TGT,2025-03-12,2025-03-12,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TSLA_2023_0001318605,Tesla,TSLA,TSLA,TSLA,2024-01-29,2024-01-29,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TSLA_2024_0001318605,Tesla,TSLA,TSLA,TSLA,2025-01-30,2025-01-30,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
TSLA_2025_0001318605,Tesla,TSLA,TSLA,TSLA,2026-01-29,2026-01-29,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
DIS_2023_0001744489,Walt Disney,DIS,DIS,DIS,2023-11-21,2023-11-21,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
DIS_2024_0001744489,Walt Disney,DIS,DIS,DIS,2024-11-14,2024-11-14,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
DIS_2025_0001744489,Walt Disney,DIS,DIS,DIS,2025-11-13,2025-11-13,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
JNJ_2023_0000200406,Johnson & Johnson,JNJ,JNJ,JNJ,2024-02-16,2024-02-16,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
JNJ_2024_0000200406,Johnson & Johnson,JNJ,JNJ,JNJ,2025-02-13,2025-02-13,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
JNJ_2025_0000200406,Johnson & Johnson,JNJ,JNJ,JNJ,2026-02-11,2026-02-11,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PEP_2023_0000077476,PepsiCo,PEP,PEP,PEP,2024-02-09,2024-02-09,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PEP_2024_0000077476,PepsiCo,PEP,PEP,PEP,2025-02-04,2025-02-04,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PEP_2025_0000077476,PepsiCo,PEP,PEP,PEP,2026-02-03,2026-02-03,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
BA_2023_0000012927,Boeing,BA,BA,BA,2024-01-31,2024-01-31,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
BA_2024_0000012927,Boeing,BA,BA,BA,2025-02-03,2025-02-03,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
BA_2025_0000012927,Boeing,BA,BA,BA,2026-01-30,2026-01-30,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
UPS_2023_0001090727,UPS,UPS,UPS,UPS,2024-02-20,2024-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
UPS_2024_0001090727,UPS,UPS,UPS,UPS,2025-02-18,2025-02-18,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
UPS_2025_0001090727,UPS,UPS,UPS,UPS,2026-02-17,2026-02-17,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
RTX_2023_0000101829,RTX,RTX,RTX,RTX,2024-02-05,2024-02-05,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
RTX_2024_0000101829,RTX,RTX,RTX,RTX,2025-02-03,2025-02-03,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
RTX_2025_0000101829,RTX,RTX,RTX,RTX,2026-02-06,2026-02-06,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
FDX_2023_0001048911,FedEx,FDX,FDX,FDX,2023-07-17,2023-07-17,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
FDX_2024_0001048911,FedEx,FDX,FDX,FDX,2024-07-15,2024-07-15,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
FDX_2025_0001048911,FedEx,FDX,FDX,FDX,2025-07-21,2025-07-21,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PGR_2023_0000080661,Progressive,PGR,PGR,PGR,2024-02-26,2024-02-26,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PGR_2024_0000080661,Progressive,PGR,PGR,PGR,2025-03-03,2025-03-03,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PGR_2025_0000080661,Progressive,PGR,PGR,PGR,2026-03-02,2026-03-02,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
LOW_2023_0000060667,Lowe's,LOW,LOW,LOW,2023-03-27,2023-03-27,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
LOW_2024_0000060667,Lowe's,LOW,LOW,LOW,2024-03-25,2024-03-25,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
LOW_2025_0000060667,Lowe's,LOW,LOW,LOW,2025-03-24,2025-03-24,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ET_2023_0001276187,Energy Transfer,ET,ET,ET,2024-02-16,2024-02-16,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ET_2024_0001276187,Energy Transfer,ET,ET,ET,2025-02-14,2025-02-14,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ET_2025_0001276187,Energy Transfer,ET,ET,ET,2026-02-19,2026-02-19,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PG_2023_0000080424,Procter & Gamble,PG,PG,PG,2023-08-04,2023-08-04,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PG_2024_0000080424,Procter & Gamble,PG,PG,PG,2024-08-05,2024-08-05,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
PG_2025_0000080424,Procter & Gamble,PG,PG,PG,2025-08-04,2025-08-04,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
SYY_2023_0000096021,Sysco,SYY,SYY,SYY,2023-08-25,2023-08-25,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
SYY_2024_0000096021,Sysco,SYY,SYY,SYY,2024-08-28,2024-08-28,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
SYY_2025_0000096021,Sysco,SYY,SYY,SYY,2025-08-22,2025-08-22,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
AXP_2023_0000004962,American Express,AXP,AXP,AXP,2024-02-09,2024-02-09,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
AXP_2024_0000004962,American Express,AXP,AXP,AXP,2025-02-07,2025-02-07,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
AXP_2025_0000004962,American Express,AXP,AXP,AXP,2026-02-06,2026-02-06,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ACI_2023_0001646972,Albertsons,ACI,ACI,ACI,2023-04-25,2023-04-25,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ACI_2024_0001646972,Albertsons,ACI,ACI,ACI,2024-04-22,2024-04-22,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ACI_2025_0001646972,Albertsons,ACI,ACI,ACI,2025-04-21,2025-04-21,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ADM_2023_0000007084,Archer Daniels Midland,ADM,ADM,ADM,2024-03-12,2024-03-12,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ADM_2024_0000007084,Archer Daniels Midland,ADM,ADM,ADM,2025-02-20,2025-02-20,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
ADM_2025_0000007084,Archer Daniels Midland,ADM,ADM,ADM,2026-02-17,2026-02-17,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
MET_2023_0001099219,MetLife,MET,MET,MET,2024-02-16,2024-02-16,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
MET_2024_0001099219,MetLife,MET,MET,MET,2025-02-21,2025-02-21,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
MET_2025_0001099219,MetLife,MET,MET,MET,2026-02-19,2026-02-19,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
HCA_2023_0000860730,HCA Healthcare,HCA,HCA,HCA,2024-02-16,2024-02-16,finance_datareader,US500,finance_datareader,1083,1083,271,full_250_30,success,
