h3_test_type,model_name,dv,predictor,squared_predictor,n,quarter_count,predictor_min,predictor_max,predictor_mean,predictor_std,beta_linear,p_linear,beta_quadratic,p_quadratic,turning_point,turning_point_in_range,included_time_variables,included_post_format_variables,number_of_post_format_variables,r_squared,adj_r_squared,aic,bic,interpretation_flag
H3-supplemental-other_humor,M1,log1p_retweet_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-5.487901,0.03701,6.497026,0.033156,0.422339,True,created_year+created_month+created_hour,none,0,0.133843,0.095158,3804.0472,4008.4584,U_shape
H3-supplemental-other_humor,M1,log1p_reply_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.060503,0.012841,8.112736,0.004079,0.373518,True,created_year+created_month+created_hour,none,0,0.139032,0.100579,3654.8336,3859.2448,U_shape
H3-supplemental-other_humor,M1,log1p_quote_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-7.612455,0.005124,9.42749,0.002791,0.403737,True,created_year+created_month+created_hour,none,0,0.138582,0.100109,3865.5998,4070.011,U_shape
H3-supplemental-other_humor,M1,log1p_bookmark_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.698825,0.00647,7.231598,0.011188,0.463164,True,created_year+created_month+created_hour,none,0,0.180976,0.144396,3673.3139,3877.7251,U_shape
H3-supplemental-other_humor,M2,log1p_engagement_total,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.528492,0.008979,7.549975,0.009143,0.432352,True,created_year+created_month+created_hour,text_length,1,0.186464,0.149203,3704.3199,3913.598,U_shape
H3-supplemental-other_humor,M2,log1p_engagement_favorite_retweet,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.488704,0.009927,7.350837,0.011738,0.441358,True,created_year+created_month+created_hour,text_length,1,0.197101,0.160327,3718.208,3927.4861,U_shape
H3-supplemental-other_humor,M2,log1p_favorite_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-7.508405,0.01196,8.410286,0.01515,0.446382,True,created_year+created_month+created_hour,text_length,1,0.168555,0.130474,4047.6799,4256.9581,U_shape
H3-supplemental-other_humor,M2,log1p_retweet_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-5.545353,0.034051,6.683016,0.02758,0.414884,True,created_year+created_month+created_hour,text_length,1,0.144645,0.105468,3793.9997,4003.2778,U_shape
H3-supplemental-other_humor,M2,log1p_reply_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.105731,0.01185,8.259154,0.003338,0.369634,True,created_year+created_month+created_hour,text_length,1,0.146805,0.107727,3648.1268,3857.4049,U_shape
H3-supplemental-other_humor,M2,log1p_quote_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-7.642235,0.00491,9.523896,0.002504,0.401214,True,created_year+created_month+created_hour,text_length,1,0.141289,0.101959,3864.5781,4073.8563,U_shape
H3-supplemental-other_humor,M2,log1p_bookmark_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.73564,0.006063,7.350777,0.009761,0.458158,True,created_year+created_month+created_hour,text_length,1,0.185782,0.148489,3669.6642,3878.9424,U_shape
H3-supplemental-other_humor,M3,log1p_engagement_total,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.268782,0.013071,6.833641,0.019623,0.458671,True,created_year+created_month+created_hour,hashtag_count,1,0.168483,0.130398,3725.3073,3934.5854,U_shape
H3-supplemental-other_humor,M3,log1p_engagement_favorite_retweet,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.215308,0.014853,6.593949,0.025802,0.471289,True,created_year+created_month+created_hour,hashtag_count,1,0.17455,0.136743,3744.799,3954.0771,U_shape
H3-supplemental-other_humor,M3,log1p_favorite_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-7.215617,0.017226,7.594659,0.030584,0.475045,True,created_year+created_month+created_hour,hashtag_count,1,0.14492,0.105756,4074.5886,4283.8667,U_shape
H3-supplemental-other_humor,M3,log1p_retweet_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-5.431138,0.038956,6.35658,0.037182,0.427206,True,created_year+created_month+created_hour,hashtag_count,1,0.13546,0.095863,3804.2528,4013.531,U_shape
H3-supplemental-other_humor,M3,log1p_reply_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-5.917231,0.014491,7.758244,0.005727,0.381351,True,created_year+created_month+created_hour,hashtag_count,1,0.150997,0.112111,3643.3982,3852.6763,U_shape
H3-supplemental-other_humor,M3,log1p_quote_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-7.597463,0.00524,9.390396,0.002931,0.404534,True,created_year+created_month+created_hour,hashtag_count,1,0.138687,0.099238,3867.4825,4076.7606,U_shape
H3-supplemental-other_humor,M3,log1p_bookmark_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.644214,0.006899,7.096476,0.012806,0.468135,True,created_year+created_month+created_hour,hashtag_count,1,0.182598,0.14516,3673.4105,3882.6887,U_shape
H3-supplemental-other_humor,M4,log1p_engagement_total,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.866224,0.004533,7.776635,0.00554,0.441465,True,created_year+created_month+created_hour,mention_count,1,0.238192,0.2033,3641.2515,3850.5296,U_shape
H3-supplemental-other_humor,M4,log1p_engagement_favorite_retweet,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.810155,0.005471,7.53978,0.007957,0.451615,True,created_year+created_month+created_hour,mention_count,1,0.238739,0.203872,3667.0845,3876.3626,U_shape
H3-supplemental-other_humor,M4,log1p_favorite_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-7.999745,0.004782,8.782119,0.007524,0.455456,True,created_year+created_month+created_hour,mention_count,1,0.251897,0.217633,3946.2803,4155.5584,U_shape
H3-supplemental-other_humor,M4,log1p_retweet_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-5.751522,0.026276,6.824465,0.02293,0.42139,True,created_year+created_month+created_hour,mention_count,1,0.163347,0.125027,3772.7767,3982.0549,U_shape
H3-supplemental-other_humor,M4,log1p_reply_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.587393,0.003231,8.767176,0.000728,0.375685,True,created_year+created_month+created_hour,mention_count,1,0.275884,0.242719,3490.6511,3699.9293,U_shape
H3-supplemental-other_humor,M4,log1p_quote_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-7.903872,0.003058,9.789454,0.001557,0.403693,True,created_year+created_month+created_hour,mention_count,1,0.172211,0.134297,3829.3704,4038.6485,U_shape
H3-supplemental-other_humor,M4,log1p_bookmark_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.98561,0.003677,7.587807,0.006475,0.460318,True,created_year+created_month+created_hour,mention_count,1,0.218809,0.183029,3629.9115,3839.1896,U_shape
H3-supplemental-other_humor,M5,log1p_engagement_total,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.413981,0.010066,7.258214,0.012048,0.441843,True,created_year+created_month+created_hour,text_length+hashtag_count,2,0.191658,0.153711,3700.1714,3914.3165,U_shape
H3-supplemental-other_humor,M5,log1p_engagement_favorite_retweet,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.375613,0.011101,7.062691,0.015289,0.451359,True,created_year+created_month+created_hour,text_length+hashtag_count,2,0.202028,0.164569,3714.2979,3928.4429,U_shape
H3-supplemental-other_humor,M5,log1p_favorite_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-7.400718,0.013121,8.13591,0.018718,0.454818,True,created_year+created_month+created_hour,text_length+hashtag_count,2,0.171838,0.132961,4045.8821,4260.0271,U_shape
H3-supplemental-other_humor,M5,log1p_retweet_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-5.525317,0.034817,6.631965,0.028997,0.416567,True,created_year+created_month+created_hour,text_length+hashtag_count,2,0.144797,0.104651,3795.8287,4009.9738,U_shape
H3-supplemental-other_humor,M5,log1p_reply_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-5.972072,0.013463,7.918602,0.004754,0.377091,True,created_year+created_month+created_hour,text_length+hashtag_count,2,0.154673,0.114991,3641.2324,3855.3775,U_shape
H3-supplemental-other_humor,M5,log1p_quote_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-7.649104,0.004903,9.541399,0.002493,0.400838,True,created_year+created_month+created_hour,text_length+hashtag_count,2,0.141306,0.100996,3866.5595,4080.7045,U_shape
H3-supplemental-other_humor,M5,log1p_bookmark_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.700992,0.00635,7.262498,0.010759,0.461342,True,created_year+created_month+created_hour,text_length+hashtag_count,2,0.186275,0.148076,3671.0823,3885.2274,U_shape
H3-supplemental-other_humor,M6,log1p_engagement_total,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.888692,0.004094,7.931527,0.004351,0.43426,True,created_year+created_month+created_hour,text_length+mention_count,2,0.251283,0.216136,3626.6115,3840.7565,U_shape
H3-supplemental-other_humor,M6,log1p_engagement_favorite_retweet,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.836131,0.004825,7.718858,0.006039,0.44282,True,created_year+created_month+created_hour,text_length+mention_count,2,0.255761,0.220824,3647.3755,3861.5206,U_shape
H3-supplemental-other_humor,M6,log1p_favorite_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-8.025218,0.004349,8.957734,0.006027,0.447949,True,created_year+created_month+created_hour,text_length+mention_count,2,0.263924,0.229371,3932.7211,4146.8662,U_shape
H3-supplemental-other_humor,M6,log1p_retweet_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-5.764709,0.025633,6.915374,0.020928,0.416804,True,created_year+created_month+created_hour,text_length+mention_count,2,0.167665,0.128593,3769.8087,3983.9538,U_shape
H3-supplemental-other_humor,M6,log1p_reply_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.587769,0.003246,8.769765,0.000731,0.375596,True,created_year+created_month+created_hour,text_length+mention_count,2,0.275888,0.241896,3492.6457,3706.7908,U_shape
H3-supplemental-other_humor,M6,log1p_quote_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-7.905858,0.003065,9.803146,0.001543,0.403231,True,created_year+created_month+created_hour,text_length+mention_count,2,0.172303,0.133448,3831.2644,4045.4095,U_shape
H3-supplemental-other_humor,M6,log1p_bookmark_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.990367,0.003659,7.620604,0.006262,0.458649,True,created_year+created_month+created_hour,text_length+mention_count,2,0.219418,0.182775,3631.1628,3845.3078,U_shape
H3-supplemental-other_humor,M7,log1p_engagement_total,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.793138,0.004971,7.616746,0.006611,0.445934,True,created_year+created_month+created_hour,hashtag_count+mention_count,2,0.239713,0.204023,3641.3328,3855.4779,U_shape
H3-supplemental-other_humor,M7,log1p_engagement_favorite_retweet,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.727398,0.006042,7.358735,0.009601,0.457103,True,created_year+created_month+created_hour,hashtag_count+mention_count,2,0.240636,0.204989,3666.6893,3880.8343,U_shape
H3-supplemental-other_humor,M7,log1p_favorite_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-7.976128,0.004938,8.730452,0.007967,0.456799,True,created_year+created_month+created_hour,hashtag_count+mention_count,2,0.252011,0.216898,3948.1346,4162.2797,U_shape
H3-supplemental-other_humor,M7,log1p_retweet_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-5.766786,0.025994,6.857856,0.02246,0.420451,True,created_year+created_month+created_hour,hashtag_count+mention_count,2,0.16341,0.124138,3774.7038,3988.8489,U_shape
H3-supplemental-other_humor,M7,log1p_reply_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.575766,0.003309,8.74174,0.000767,0.376113,True,created_year+created_month+created_hour,hashtag_count+mention_count,2,0.275927,0.241937,3492.5944,3706.7395,U_shape
H3-supplemental-other_humor,M7,log1p_quote_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-7.988215,0.002752,9.973968,0.001273,0.400453,True,created_year+created_month+created_hour,hashtag_count+mention_count,2,0.174021,0.135247,3829.2697,4043.4148,U_shape
H3-supplemental-other_humor,M7,log1p_bookmark_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-7.012301,0.003571,7.646199,0.006144,0.458548,True,created_year+created_month+created_hour,hashtag_count+mention_count,2,0.21902,0.182358,3631.6528,3845.7978,U_shape
H3-supplemental-other_humor,M8,log1p_engagement_total,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.861365,0.00427,7.868814,0.00473,0.435985,True,created_year+created_month+created_hour,text_length+hashtag_count+mention_count,3,0.251476,0.215482,3628.364,3847.376,U_shape
H3-supplemental-other_humor,M8,log1p_engagement_favorite_retweet,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.806413,0.005041,7.650658,0.006578,0.444825,True,created_year+created_month+created_hour,text_length+hashtag_count+mention_count,3,0.255983,0.220205,3649.0891,3868.1011,U_shape
H3-supplemental-other_humor,M8,log1p_favorite_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-8.058022,0.004219,9.033014,0.00569,0.446032,True,created_year+created_month+created_hour,text_length+hashtag_count+mention_count,3,0.264123,0.228737,3934.4618,4153.4738,U_shape
H3-supplemental-other_humor,M8,log1p_retweet_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-5.811285,0.024539,7.022262,0.01919,0.413776,True,created_year+created_month+created_hour,text_length+hashtag_count+mention_count,3,0.168202,0.128203,3771.1892,3990.2012,U_shape
H3-supplemental-other_humor,M8,log1p_reply_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-6.57611,0.003325,8.743008,0.000774,0.376078,True,created_year+created_month+created_hour,text_length+hashtag_count+mention_count,3,0.275927,0.241109,3494.5939,3713.6059,U_shape
H3-supplemental-other_humor,M8,log1p_quote_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-8.001202,0.002717,10.021951,0.001214,0.399184,True,created_year+created_month+created_hour,text_length+hashtag_count+mention_count,3,0.174401,0.134701,3830.8271,4049.8391,U_shape
H3-supplemental-other_humor,M8,log1p_bookmark_count,other_humor_proportion_quarter_loo,other_humor_proportion_quarter_loo_sq,960,25,0.0,0.666667,0.373958,0.155747,-7.029978,0.00349,7.711506,0.005737,0.455811,True,created_year+created_month+created_hour,text_length+hashtag_count+mention_count,3,0.219839,0.182323,3632.6451,3851.6571,U_shape
