source_file,variable_name,inferred_variable_group,dtype,non_missing_n,missing_n,missing_rate,unique_n,example_values,min,max,mean,std,notes
wendys_fast_weak_supervised_humor_dataset.csv,log1p_bookmark_count,engagement_dv,numeric,978,0,0.0,202,"4.007333185232471, 2.4849066497880004, 2.772588722239781",0.0,9.9658,2.627,1.7437,
wendys_humor_review_sheet.csv,no,identifier,numeric,978,0,0.0,978,"1, 2, 3",1.0,978.0,489.5,282.4686,
wendys_humor_review_sheet.csv,id,identifier,numeric,978,0,0.0,978,"2065192194277818396, 2064726596179706275, 2064504139749417369",6083264102.0,2.0651921942778184e+18,1.5380194409677256e+18,2.7473973786319725e+17,
wendys_humor_review_sheet.csv,tweet_url,identifier,string/mixed,0,978,0.0,978,"https://x.com/Wendys/status/2065192194277818396, https://x.com/Wendys/status/2064726596179706275, https://x.com/Wendys/status/2064504139749417369",nan,nan,nan,nan,
wendys_humor_review_sheet.csv,text,text_raw,string/mixed,0,978,0.0,965,"if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1, Her: Gimme 10
Me: minutes or nuggets?, What does one wear to meet a minion",nan,nan,nan,nan,
wendys_humor_review_sheet.csv,model_humor,humor_presence_prediction,numeric,978,0,0.0,2,"1, 0",0.0,1.0,0.5409,0.4986,
wendys_humor_review_sheet.csv,p_humor,humor_presence_prediction,numeric,978,0,0.0,760,"0.6370, 0.6379, 0.4224",0.2262,0.6762,0.4974,0.0839,
wendys_humor_review_sheet.csv,humor_grade,other,string/mixed,0,978,0.0,4,"medium, low, high",nan,nan,nan,nan,
wendys_humor_review_sheet.csv,humor_score_rule,possible_control_existing,numeric,978,0,0.0,33,"0.11, 0.928, 0.0",0.0,1.0,0.072,0.1654,
wendys_humor_review_sheet.csv,p_humor_ml,humor_presence_prediction,numeric,978,0,0.0,722,"0.357664, 0.755204, 0.40964",0.0801,0.8054,0.3749,0.1441,
wendys_humor_review_sheet.csv,human_coded,humor_presence_label,numeric,978,0,0.0,2,"1, 0",0.0,1.0,0.1718,0.3774,
wendys_humor_review_sheet.csv,human_humor_label,humor_presence_label,string/mixed,0,978,0.8292,3,"humor, non_humor, none",nan,nan,nan,nan,
wendys_humor_review_sheet.csv,human_humor_binary,humor_presence_label,numeric,167,811,0.8292,2,"1, 0",0.0,1.0,0.497,0.5015,
wendys_humor_review_sheet.csv,human_type,humor_type_label,string/mixed,0,978,0.9611,4,"aggressive, affiliative, self-enhancing",nan,nan,nan,nan,
wendys_humor_review_sheet.csv,model_vs_human,other,string/mixed,0,978,0.0,3,"match, no_human, label_missing",nan,nan,nan,nan,
wendys_humor_review_sheet.csv,coder1_humor,humor_presence_label,string/mixed,0,978,0.7444,3,"humor, non_humor, none",nan,nan,nan,nan,
wendys_humor_review_sheet.csv,coder1_humor_binary,humor_presence_label,numeric,250,728,0.7444,2,"1, 0",0.0,1.0,0.692,0.4626,
wendys_humor_review_sheet.csv,coder1_type,humor_type_label,string/mixed,0,978,0.8221,4,"aggressive, affiliative, self-enhancing",nan,nan,nan,nan,
wendys_humor_review_sheet.csv,coder2_humor,humor_presence_label,string/mixed,0,978,0.5276,3,"humor, non_humor, non-humor",nan,nan,nan,nan,
wendys_humor_review_sheet.csv,coder2_humor_binary,humor_presence_label,numeric,404,574,0.5869,2,"1, 0",0.0,1.0,0.3366,0.4731,
wendys_humor_review_sheet.csv,coder2_type,humor_type_label,string/mixed,0,978,0.8609,4,"affiliative, aggressive, self-enhancing",nan,nan,nan,nan,
wendys_humor_review_sheet.csv,final_humor_binary,humor_presence_label,numeric,597,381,0.3896,2,"1, 0",0.0,1.0,0.5176,0.5001,
wendys_humor_review_sheet.csv,final_humor_source,humor_presence_label,string/mixed,0,978,0.3896,3,"human, coder2, coder1",nan,nan,nan,nan,
wendys_humor_review_sheet.csv,final_humor_label_available,humor_presence_label,numeric,978,0,0.0,2,"1, 0",0.0,1.0,0.6104,0.4879,
wendys_humor_review_sheet.csv,final_humor_type,humor_type_label,string/mixed,0,978,0.0317,5,"affiliative, aggressive, non_humor",nan,nan,nan,nan,
wendys_humor_review_sheet.csv,final_humor_type_source,humor_type_label,string/mixed,0,978,0.0,4,"coder2, non_humor, missing",nan,nan,nan,nan,
wendys_humor_review_sheet.csv,final_humor_type_available,humor_type_label,numeric,978,0,0.0,2,"1, 0",0.0,1.0,0.2843,0.4513,
wendys_humor_review_sheet.csv,final_humor_type_group,humor_type_label,string/mixed,0,978,0.0,4,"other_humor, aggressive, non_humor",nan,nan,nan,nan,
wendys_h2_coder1_priority_dataset.csv,id,identifier,numeric,597,0,0.0,597,"2065192194277818396, 2064726596179706275, 2064504139749417369",1.1982851517021184e+18,2.0651921942778184e+18,1.630636359164127e+18,2.7372130907012227e+17,
wendys_h2_coder1_priority_dataset.csv,tweet_url,identifier,string/mixed,0,597,0.0,597,"https://x.com/Wendys/status/2065192194277818396, https://x.com/Wendys/status/2064726596179706275, https://x.com/Wendys/status/2064504139749417369",nan,nan,nan,nan,
wendys_h2_coder1_priority_dataset.csv,text,text_raw,string/mixed,0,597,0.0,589,"if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1, Her: Gimme 10
Me: minutes or nuggets?, What does one wear to meet a minion",nan,nan,nan,nan,
wendys_h2_coder1_priority_dataset.csv,final_humor_binary,humor_presence_label,numeric,597,0,0.0,2,"1, 0",0.0,1.0,0.5176,0.5001,
wendys_h2_coder1_priority_dataset.csv,final_humor_source,humor_presence_label,string/mixed,0,597,0.0,3,"human, coder2, coder1",nan,nan,nan,nan,
wendys_h2_coder1_priority_dataset.csv,final_humor_label_available,humor_presence_label,numeric,597,0,0.0,1,1,1.0,1.0,1.0,0.0,
wendys_h2_coder1_priority_dataset.csv,final_humor_type,humor_type_label,string/mixed,0,597,0.0519,5,"affiliative, aggressive, non_humor",nan,nan,nan,nan,
wendys_h2_coder1_priority_dataset.csv,final_humor_type_source,humor_type_label,string/mixed,0,597,0.0,4,"coder2, non_humor, missing",nan,nan,nan,nan,
wendys_h2_coder1_priority_dataset.csv,final_humor_type_available,humor_type_label,numeric,597,0,0.0,2,"1, 0",0.0,1.0,0.4657,0.4992,
wendys_h2_coder1_priority_dataset.csv,final_humor_type_group,humor_type_label,string/mixed,0,597,0.0,4,"other_humor, aggressive, non_humor",nan,nan,nan,nan,
wendys_h2_coder1_priority_dataset.csv,aggressive_humor,humor_type_prediction,numeric,597,0,0.0,2,"0, 1",0.0,1.0,0.1591,0.3661,
wendys_h2_coder1_priority_dataset.csv,other_humor_flag,humor_type_prediction,numeric,597,0,0.0,2,"1, 0",0.0,1.0,0.3065,0.4614,
wendys_h2_coder1_priority_dataset.csv,non_humor_flag,humor_type_prediction,numeric,597,0,0.0,2,"0, 1",0.0,1.0,0.4824,0.5001,
wendys_h2_coder1_priority_dataset.csv,humor_missing_type,humor_type_label,numeric,597,0,0.0,2,"0, 1",0.0,1.0,0.0519,0.2221,
wendys_h2_coder1_priority_dataset.csv,reply_count,engagement_dv,numeric,597,0,0.0,343,"37.0, 83.0, 75.0",0.0,19267.0,382.263,1158.9632,
wendys_h2_coder1_priority_dataset.csv,favorite_count,engagement_dv,numeric,597,0,0.0,559,"401.0, 507.0, 411.0",0.0,796387.0,8539.2546,39206.4343,
wendys_h2_coder1_priority_dataset.csv,retweet_count,engagement_dv,numeric,597,0,0.0,310,"69.0, 40.0, 26.0",0.0,112925.0,783.4288,5153.6253,
wendys_h2_coder1_priority_dataset.csv,quote_count,engagement_dv,numeric,597,0,0.0,183,"9.0, 8.0, 7.0",0.0,11260.0,195.9481,882.5177,
wendys_h2_coder1_priority_dataset.csv,bookmark_count,engagement_dv,numeric,597,0,0.0,171,"54.0, 11.0, 15.0",0.0,21285.0,161.9347,989.4235,
wendys_h2_coder1_priority_dataset.csv,engagement_total,engagement_dv,numeric,597,0,0.0,570,"570.0, 649.0, 534.0",11.0,931445.0,10062.8291,45804.4185,
wendys_h2_coder1_priority_dataset.csv,engagement_favorite_retweet,engagement_dv,numeric,597,0,0.0,561,"470.0, 547.0, 437.0",7.0,909312.0,9322.6834,44209.7943,
wendys_h2_coder1_priority_dataset.csv,log1p_engagement_total,engagement_dv,numeric,597,0,0.0,570,"6.3473892096560105, 6.476972362889683, 6.282266746896006",2.4849,13.7445,7.5306,1.7475,
wendys_h2_coder1_priority_dataset.csv,log1p_engagement_favorite_retweet,engagement_dv,numeric,597,0,0.0,561,"6.154858094016418, 6.306275286948016, 6.082218910376446",2.0794,13.7204,7.3915,1.7788,
wendys_h2_coder1_priority_dataset.csv,log1p_favorite_count,engagement_dv,numeric,597,0,0.0,559,"5.996452088619021, 6.230481447578482, 6.021023349349527",0.0,13.5878,7.2473,1.9715,
wendys_h2_coder1_priority_dataset.csv,log1p_retweet_count,engagement_dv,numeric,597,0,0.0,310,"4.248495242049359, 3.713572066704308, 3.295836866004329",0.0,11.6345,4.5926,1.7635,
wendys_h2_coder1_priority_dataset.csv,log1p_reply_count,engagement_dv,numeric,597,0,0.0,343,"3.6375861597263857, 4.430816798843313, 4.330733340286331",0.0,9.8662,4.7608,1.5685,
wendys_h2_coder1_priority_dataset.csv,log1p_quote_count,engagement_dv,numeric,597,0,0.0,183,"2.302585092994046, 2.1972245773362196, 2.0794415416798357",0.0,9.3291,3.0718,1.8607,
wendys_h2_coder1_priority_dataset.csv,log1p_bookmark_count,engagement_dv,numeric,597,0,0.0,171,"4.007333185232471, 2.4849066497880004, 2.772588722239781",0.0,9.9658,2.9424,1.7689,
wendys_humor_frequency_proportion_post_level_dataset.csv,id,identifier,numeric,978,0,0.0,978,"2065192194277818396, 2064726596179706275, 2064504139749417369",6083264102.0,2.0651921942778184e+18,1.5380194409677256e+18,2.7473973786319725e+17,
wendys_humor_frequency_proportion_post_level_dataset.csv,tweet_url,identifier,string/mixed,0,978,0.0,978,"https://x.com/Wendys/status/2065192194277818396, https://x.com/Wendys/status/2064726596179706275, https://x.com/Wendys/status/2064504139749417369",nan,nan,nan,nan,
wendys_humor_frequency_proportion_post_level_dataset.csv,text,text_raw,string/mixed,0,978,0.0,964,"if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1, Her: Gimme 10
Me: minutes or nuggets?, What does one wear to meet a minion",nan,nan,nan,nan,
wendys_humor_frequency_proportion_post_level_dataset.csv,created_year,date_time,numeric,978,0,0.0,9,"2026, 2025, 2024",2009.0,2026.0,2022.0153,2.1243,
wendys_humor_frequency_proportion_post_level_dataset.csv,created_month,date_time,numeric,978,0,0.0,12,"6, 5, 4",1.0,12.0,5.8793,3.2532,
wendys_humor_frequency_proportion_post_level_dataset.csv,created_day,date_time,numeric,978,0,0.0,31,"11, 10, 5",1.0,31.0,14.8517,8.5068,
wendys_humor_frequency_proportion_post_level_dataset.csv,created_time,date_time,string/mixed,0,978,0.0,946,"21:59:23, 15:09:15, 00:25:18",nan,nan,nan,nan,
wendys_humor_frequency_proportion_post_level_dataset.csv,created_hour,date_time,numeric,978,0,0.0,22,"21, 15, 00",0.0,23.0,16.1544,5.5387,
wendys_humor_frequency_proportion_post_level_dataset.csv,created_date,date_time,string/mixed,0,978,0.0,600,"2026-06-11, 2026-06-10, 2026-06-05",nan,nan,nan,nan,
wendys_humor_frequency_proportion_post_level_dataset.csv,year_month,date_time,string/mixed,0,978,0.0,80,"2026-06, 2026-05, 2026-04",nan,nan,nan,nan,
wendys_humor_frequency_proportion_post_level_dataset.csv,year_quarter,date_time,string/mixed,0,978,0.0,28,"2026-Q2, 2026-Q1, 2025-Q4",nan,nan,nan,nan,
wendys_humor_frequency_proportion_post_level_dataset.csv,pred_humor_final_050,humor_presence_prediction,numeric,978,0,0.0,2,"1, 0",0.0,1.0,0.5767,0.4943,
wendys_humor_frequency_proportion_post_level_dataset.csv,p_humor_final_tfidf_logreg,humor_presence_prediction,numeric,978,0,0.0,907,"0.689021, 0.536777, 0.445943",0.0455,0.7926,0.5116,0.1592,
wendys_humor_frequency_proportion_post_level_dataset.csv,reply_count,engagement_dv,numeric,978,0,0.0,435,"37, 83, 75",0.0,19267.0,351.5266,1095.0637,
wendys_humor_frequency_proportion_post_level_dataset.csv,favorite_count,engagement_dv,numeric,978,0,0.0,871,"401, 507, 411",0.0,796387.0,8032.6861,38447.5282,
wendys_humor_frequency_proportion_post_level_dataset.csv,retweet_count,engagement_dv,numeric,978,0,0.0,401,"69, 40, 26",0.0,112925.0,765.4683,5006.6987,
wendys_humor_frequency_proportion_post_level_dataset.csv,quote_count,engagement_dv,numeric,978,0,0.0,235,"9, 8, 7",0.0,11260.0,165.8548,773.9672,
wendys_humor_frequency_proportion_post_level_dataset.csv,bookmark_count,engagement_dv,numeric,978,0,0.0,202,"54, 11, 15",0.0,21285.0,114.955,779.9911,
wendys_humor_frequency_proportion_post_level_dataset.csv,view_count,engagement_dv,numeric,978,0,0.0,345,"43444, 40600, 44746",0.0,44350314.0,384342.0552,2281000.5383,
wendys_humor_frequency_proportion_post_level_dataset.csv,engagement_total,engagement_dv,numeric,978,0,0.0,900,"570, 649, 534",4.0,931445.0,9430.4908,44762.1267,
wendys_humor_frequency_proportion_post_level_dataset.csv,engagement_favorite_retweet,engagement_dv,numeric,978,0,0.0,888,"470, 547, 437",4.0,909312.0,8798.1544,43340.4245,
wendys_humor_frequency_proportion_post_level_dataset.csv,log1p_engagement_total,engagement_dv,numeric,978,0,0.0,900,"6.347389, 6.476972, 6.282267",1.6094,13.7445,7.4138,1.7633,
wendys_humor_frequency_proportion_post_level_dataset.csv,log1p_engagement_favorite_retweet,engagement_dv,numeric,978,0,0.0,888,"6.154858, 6.306275, 6.082219",1.6094,13.7204,7.2843,1.7883,
wendys_humor_frequency_proportion_post_level_dataset.csv,log1p_favorite_count,engagement_dv,numeric,978,0,0.0,871,"5.996452, 6.230481, 6.021023",0.0,13.5878,7.093,2.0823,
wendys_humor_frequency_proportion_post_level_dataset.csv,log1p_retweet_count,engagement_dv,numeric,978,0,0.0,401,"4.248495, 3.713572, 3.295837",0.0,11.6345,4.4687,1.8066,
wendys_humor_frequency_proportion_post_level_dataset.csv,log1p_reply_count,engagement_dv,numeric,978,0,0.0,435,"3.637586, 4.430817, 4.330733",0.0,9.8662,4.5934,1.6654,
wendys_humor_frequency_proportion_post_level_dataset.csv,log1p_quote_count,engagement_dv,numeric,978,0,0.0,235,"2.302585, 2.197225, 2.079442",0.0,9.3291,2.9027,1.8769,
wendys_humor_frequency_proportion_post_level_dataset.csv,log1p_bookmark_count,engagement_dv,numeric,978,0,0.0,202,"4.007333, 2.484907, 2.772589",0.0,9.9658,2.627,1.7437,
wendys_humor_frequency_proportion_post_level_dataset.csv,log1p_view_count,engagement_dv,numeric,978,0,0.0,345,"10.679251, 10.611548, 10.70878",0.0,17.6076,4.3844,6.0515,
wendys_humor_frequency_proportion_post_level_dataset.csv,humor_intensity_month,date_time,numeric,978,0,0.0,47,"0.6, 0.695652, 0.516129",0.0,1.0,0.5767,0.189,
wendys_humor_frequency_proportion_post_level_dataset.csv,humor_intensity_quarter,date_time,numeric,978,0,0.0,27,"0.59322, 0.369565, 0.545455",0.2,1.0,0.5767,0.1544,
wendys_humor_frequency_proportion_post_level_dataset.csv,humor_intensity_month_loo,date_time,string/mixed,975,3,0.0,62,"0.5, 0.75, 0.681818",0.0,1.0,0.5764,0.1953,
wendys_humor_frequency_proportion_post_level_dataset.csv,humor_intensity_quarter_loo,date_time,string/mixed,977,1,0.0,53,"0.586207, 0.603448, 0.377778",0.1579,0.9167,0.5763,0.1548,
wendys_humor_frequency_proportion_post_level_dataset.csv,month_total_posts,date_time,numeric,978,0,0.0,28,"5, 23, 31",1.0,50.0,20.3497,13.2256,
wendys_humor_frequency_proportion_post_level_dataset.csv,month_humor_posts,date_time,numeric,978,0,0.0,20,"3, 16, 11",0.0,37.0,12.4693,9.6138,
wendys_humor_frequency_proportion_post_level_dataset.csv,month_non_humor_posts,date_time,numeric,978,0,0.0,17,"2, 7, 15",0.0,20.0,7.8804,4.8337,
wendys_humor_frequency_proportion_post_level_dataset.csv,humor_frequency_month,date_time,numeric,978,0,0.0,20,"3, 16, 11",0.0,37.0,12.4693,9.6138,
wendys_humor_frequency_proportion_post_level_dataset.csv,humor_proportion_month,date_time,numeric,978,0,0.0,47,"0.6, 0.695652, 0.516129",0.0,1.0,0.5767,0.189,
wendys_humor_frequency_proportion_post_level_dataset.csv,humor_proportion_month_loo,date_time,string/mixed,975,3,0.0,62,"0.5, 0.75, 0.681818",0.0,1.0,0.5764,0.1953,
wendys_humor_frequency_proportion_post_level_dataset.csv,quarter_total_posts,date_time,numeric,978,0,0.0,27,"59, 46, 11",1.0,110.0,50.773,27.3041,
