h3_test_type,model_name,dv,predictor,squared_predictor,n,quarter_count,predictor_min,predictor_max,predictor_mean,predictor_std,beta_linear,p_linear,beta_quadratic,p_quadratic,turning_point,turning_point_in_range,included_time_variables,included_post_format_variables,number_of_post_format_variables,r_squared,adj_r_squared,aic,bic,interpretation_flag
H3-main,M1,log1p_quote_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-1.421626,0.706735,-3.801467,0.686148,-0.186984,False,created_year+created_month+created_hour,text_length,1,0.138256,0.098787,3867.9627,4077.2409,not_support
H3-main,M1,log1p_bookmark_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-6.994057,0.039968,9.575133,0.258317,0.36522,False,created_year+created_month+created_hour,text_length,1,0.188896,0.151746,3665.9855,3875.2637,not_support
H3-main,M2,log1p_engagement_total,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-3.536288,0.312961,0.972163,0.911259,1.818774,False,created_year+created_month+created_hour,hashtag_count,1,0.170409,0.132413,3723.0804,3932.3586,not_support
H3-main,M2,log1p_engagement_favorite_retweet,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-3.975577,0.261552,2.18622,0.804078,0.909235,False,created_year+created_month+created_hour,hashtag_count,1,0.176303,0.138576,3742.7584,3952.0366,not_support
H3-main,M2,log1p_favorite_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-3.632376,0.388083,1.141952,0.913194,1.590424,False,created_year+created_month+created_hour,hashtag_count,1,0.144887,0.105721,4074.6261,4283.9042,not_support
H3-main,M2,log1p_retweet_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-3.674385,0.312956,-0.584011,0.948623,-3.145819,False,created_year+created_month+created_hour,hashtag_count,1,0.142314,0.10303,3796.6122,4005.8903,not_support
H3-main,M2,log1p_reply_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,0.025674,0.993898,-8.613507,0.302862,0.00149,True,created_year+created_month+created_hour,hashtag_count,1,0.153142,0.114355,3640.9697,3850.2479,directional_only
H3-main,M2,log1p_quote_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-1.371433,0.716982,-3.965644,0.67374,-0.172914,False,created_year+created_month+created_hour,hashtag_count,1,0.136027,0.096456,3870.4425,4079.7206,not_support
H3-main,M2,log1p_bookmark_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-6.955305,0.041454,9.391657,0.268402,0.370292,False,created_year+created_month+created_hour,hashtag_count,1,0.185883,0.148595,3669.545,3878.8231,not_support
H3-main,M3,log1p_engagement_total,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-1.606516,0.632467,-4.264363,0.610285,-0.188365,False,created_year+created_month+created_hour,mention_count,1,0.239571,0.204742,3639.5127,3848.7908,not_support
H3-main,M3,log1p_engagement_favorite_retweet,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-2.07386,0.542497,-2.963523,0.726764,-0.349898,False,created_year+created_month+created_hour,mention_count,1,0.239946,0.205134,3665.5621,3874.8402,not_support
H3-main,M3,log1p_favorite_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-0.973158,0.804989,-6.160319,0.53039,-0.078986,False,created_year+created_month+created_hour,mention_count,1,0.251628,0.217352,3946.6253,4155.9034,not_support
H3-main,M3,log1p_retweet_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-2.535539,0.479552,-3.732193,0.676054,-0.339685,False,created_year+created_month+created_hour,mention_count,1,0.170108,0.132098,3764.9867,3974.2648,not_support
H3-main,M3,log1p_reply_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,2.330662,0.452738,-14.944117,0.053456,0.077979,True,created_year+created_month+created_hour,mention_count,1,0.278114,0.245051,3487.6904,3696.9685,weak_support
H3-main,M3,log1p_quote_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-0.157851,0.966098,-7.39078,0.424404,-0.010679,False,created_year+created_month+created_hour,mention_count,1,0.169569,0.131534,3832.4296,4041.7077,not_support
H3-main,M3,log1p_bookmark_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-5.740434,0.085632,6.019435,0.468995,0.476825,False,created_year+created_month+created_hour,mention_count,1,0.221253,0.185586,3626.903,3836.1811,not_support
H3-main,M4,log1p_engagement_total,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-3.695018,0.285313,1.471796,0.864229,1.255275,False,created_year+created_month+created_hour,text_length+hashtag_count,2,0.193226,0.155354,3698.3064,3912.4515,not_support
H3-main,M4,log1p_engagement_favorite_retweet,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-4.151476,0.233439,2.739895,0.75202,0.757597,False,created_year+created_month+created_hour,text_length+hashtag_count,2,0.20356,0.166172,3712.4539,3926.599,not_support
H3-main,M4,log1p_favorite_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-3.835668,0.354742,1.781856,0.862875,1.076313,False,created_year+created_month+created_hour,text_length+hashtag_count,2,0.171636,0.13275,4046.1158,4260.2609,not_support
H3-main,M4,log1p_retweet_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-3.775678,0.297576,-0.26517,0.976552,-7.119344,False,created_year+created_month+created_hour,text_length+hashtag_count,2,0.151212,0.111367,3788.6004,4002.7454,not_support
H3-main,M4,log1p_reply_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-0.029688,0.992935,-8.439243,0.312156,-0.001759,False,created_year+created_month+created_hour,text_length+hashtag_count,2,0.156228,0.116619,3639.4645,3853.6095,not_support
H3-main,M4,log1p_quote_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-1.423987,0.706432,-3.800218,0.686407,-0.187356,False,created_year+created_month+created_hour,text_length+hashtag_count,2,0.138261,0.097809,3869.9567,4084.1017,not_support
H3-main,M4,log1p_bookmark_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-7.01754,0.039345,9.587552,0.257777,0.365971,False,created_year+created_month+created_hour,text_length+hashtag_count,2,0.189522,0.151476,3667.2436,3881.3887,not_support
H3-main,M5,log1p_engagement_total,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-1.932015,0.56221,-3.370402,0.684815,-0.286615,False,created_year+created_month+created_hour,text_length+mention_count,2,0.252397,0.217302,3625.1826,3839.3277,not_support
H3-main,M5,log1p_engagement_favorite_retweet,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-2.451921,0.466903,-1.925202,0.818594,-0.636796,False,created_year+created_month+created_hour,text_length+mention_count,2,0.256777,0.221887,3646.0643,3860.2093,not_support
H3-main,M5,log1p_favorite_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-1.34333,0.731414,-5.143664,0.597777,-0.130581,False,created_year+created_month+created_hour,text_length+mention_count,2,0.263484,0.228909,3933.2954,4147.4405,not_support
H3-main,M5,log1p_retweet_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-2.723807,0.44681,-3.215126,0.718449,-0.423593,False,created_year+created_month+created_hour,text_length+mention_count,2,0.174218,0.135453,3762.2216,3976.3667,not_support
H3-main,M5,log1p_reply_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,2.3378,0.451738,-14.96372,0.053361,0.078116,True,created_year+created_month+created_hour,text_length+mention_count,2,0.278121,0.244234,3489.6812,3703.8263,weak_support
H3-main,M5,log1p_quote_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-0.178599,0.961677,-7.333799,0.428393,-0.012176,False,created_year+created_month+created_hour,text_length+mention_count,2,0.169616,0.130635,3834.3758,4048.5209,not_support
H3-main,M5,log1p_bookmark_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-5.811207,0.081985,6.21381,0.454997,0.467604,False,created_year+created_month+created_hour,text_length+mention_count,2,0.221883,0.185355,3628.1271,3842.2721,not_support
H3-main,M6,log1p_engagement_total,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-1.737592,0.604868,-3.987835,0.633507,-0.217862,False,created_year+created_month+created_hour,hashtag_count+mention_count,2,0.241348,0.205735,3639.266,3853.4111,not_support
H3-main,M6,log1p_engagement_favorite_retweet,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-2.219475,0.514321,-2.656321,0.753975,-0.417772,False,created_year+created_month+created_hour,hashtag_count+mention_count,2,0.24208,0.2065,3664.863,3879.008,not_support
H3-main,M6,log1p_favorite_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-1.02048,0.79587,-6.060486,0.537354,-0.084191,False,created_year+created_month+created_hour,hashtag_count+mention_count,2,0.251794,0.216671,3948.4128,4162.5579,not_support
H3-main,M6,log1p_retweet_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-2.523568,0.48202,-3.757448,0.674232,-0.335809,False,created_year+created_month+created_hour,hashtag_count+mention_count,2,0.170123,0.131166,3766.9703,3981.1153,not_support
H3-main,M6,log1p_reply_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,2.291281,0.460757,-14.861035,0.054958,0.07709,True,created_year+created_month+created_hour,hashtag_count+mention_count,2,0.278293,0.244413,3489.453,3703.5981,weak_support
H3-main,M6,log1p_quote_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-0.036496,0.99216,-7.646802,0.408532,-0.002386,False,created_year+created_month+created_hour,hashtag_count+mention_count,2,0.17093,0.132011,3832.8549,4047.0,not_support
H3-main,M6,log1p_bookmark_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-5.706242,0.08777,5.947301,0.474655,0.479734,False,created_year+created_month+created_hour,hashtag_count+mention_count,2,0.221379,0.184828,3628.7483,3842.8933,not_support
H3-main,M7,log1p_engagement_total,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-1.977694,0.553232,-3.281355,0.69285,-0.301353,False,created_year+created_month+created_hour,text_length+hashtag_count+mention_count,3,0.252719,0.216784,3626.7687,3845.7807,not_support
H3-main,M7,log1p_engagement_favorite_retweet,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-2.49942,0.45857,-1.832609,0.827256,-0.68193,False,created_year+created_month+created_hour,text_length+hashtag_count+mention_count,3,0.257116,0.221392,3647.6264,3866.6384,not_support
H3-main,M7,log1p_favorite_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-1.309961,0.738014,-5.208714,0.593379,-0.125747,False,created_year+created_month+created_hour,text_length+hashtag_count+mention_count,3,0.263607,0.228196,3935.1352,4154.1472,not_support
H3-main,M7,log1p_retweet_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-2.676615,0.454984,-3.307121,0.710887,-0.404675,False,created_year+created_month+created_hour,text_length+hashtag_count+mention_count,3,0.174547,0.134853,3763.8386,3982.8506,not_support
H3-main,M7,log1p_reply_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,2.303368,0.458715,-14.896599,0.05457,0.077312,True,created_year+created_month+created_hour,text_length+hashtag_count+mention_count,3,0.278325,0.243621,3491.4104,3710.4224,weak_support
H3-main,M7,log1p_quote_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-0.07274,0.984384,-7.540156,0.415407,-0.004824,False,created_year+created_month+created_hour,text_length+hashtag_count+mention_count,3,0.171162,0.131305,3834.5869,4053.5989,not_support
H3-main,M7,log1p_bookmark_count,aggressive_humor_proportion_quarter_loo,aggressive_humor_proportion_quarter_loo_sq,960,25,0.0,0.337662,0.20625,0.070264,-5.768569,0.084435,6.130692,0.461276,0.470466,False,created_year+created_month+created_hour,text_length+hashtag_count+mention_count,3,0.222174,0.18477,3629.7675,3848.7795,not_support
