firm_id,fortune_rank,firm_name,search_query,search_url,attempted_at,status,result_count,error_type,error_message,page_title,current_url,login_challenge_detected,rate_limited_detected,selector_version,notes
f2025_009_mckesson,9,McKesson,McKesson,https://x.com/search?q=McKesson&f=user,2026-06-01T18:50:16Z,error,0,missing_credentials,X_AUTH_TOKEN and X_CT0 are required.,,,0,0,,No network discovery attempted.
f2025_009_mckesson,9,McKesson,McKesson company,https://x.com/search?q=McKesson%20company&f=user,2026-06-01T18:50:16Z,error,0,missing_credentials,X_AUTH_TOKEN and X_CT0 are required.,,,0,0,,No network discovery attempted.
f2025_009_mckesson,9,McKesson,McKesson corporation,https://x.com/search?q=McKesson%20corporation&f=user,2026-06-01T18:50:16Z,error,0,missing_credentials,X_AUTH_TOKEN and X_CT0 are required.,,,0,0,,No network discovery attempted.
f2025_009_mckesson,9,McKesson,McKesson news,https://x.com/search?q=McKesson%20news&f=user,2026-06-01T18:50:16Z,error,0,missing_credentials,X_AUTH_TOKEN and X_CT0 are required.,,,0,0,,No network discovery attempted.
f2025_009_mckesson,9,McKesson,McKesson official,https://x.com/search?q=McKesson%20official&f=user,2026-06-01T18:50:16Z,error,0,missing_credentials,X_AUTH_TOKEN and X_CT0 are required.,,,0,0,,No network discovery attempted.
f2025_010_cencora,10,Cencora,Cencora,https://x.com/search?q=Cencora&f=user,2026-06-01T18:50:16Z,error,0,missing_credentials,X_AUTH_TOKEN and X_CT0 are required.,,,0,0,,No network discovery attempted.
f2025_010_cencora,10,Cencora,Cencora company,https://x.com/search?q=Cencora%20company&f=user,2026-06-01T18:50:16Z,error,0,missing_credentials,X_AUTH_TOKEN and X_CT0 are required.,,,0,0,,No network discovery attempted.
f2025_010_cencora,10,Cencora,Cencora corporation,https://x.com/search?q=Cencora%20corporation&f=user,2026-06-01T18:50:16Z,error,0,missing_credentials,X_AUTH_TOKEN and X_CT0 are required.,,,0,0,,No network discovery attempted.
f2025_010_cencora,10,Cencora,Cencora news,https://x.com/search?q=Cencora%20news&f=user,2026-06-01T18:50:16Z,error,0,missing_credentials,X_AUTH_TOKEN and X_CT0 are required.,,,0,0,,No network discovery attempted.
f2025_010_cencora,10,Cencora,Cencora official,https://x.com/search?q=Cencora%20official&f=user,2026-06-01T18:50:16Z,error,0,missing_credentials,X_AUTH_TOKEN and X_CT0 are required.,,,0,0,,No network discovery attempted.
