tweet_id,company_name,source_x_handle,period,year,month,log_total_engagement,humor_type,aggressive_humor,affiliative_humor,self_enhancing_humor,self_defeating_humor,non_humorous,text_length,hashtag_count,mention_count,h2_sample_inclusion_flag
2049178244059169270,Amazon,@amazon,2026-04,2026,04,6.182085,non_humorous,0,0,0,0,1,23,0,0,1
2049178618639839427,Amazon,@amazon,2026-04,2026,04,7.363280,non_humorous,0,0,0,0,1,523,1,2,1
1952778866814328987,Amazon,@amazon,2025-08,2025,08,7.355641,non_humorous,0,0,0,0,1,296,0,2,1
1952778868924006778,Amazon,@amazon,2025-08,2025,08,4.553877,non_humorous,0,0,0,0,1,23,0,0,1
1825878552203407478,Amazon,@amazon,2024-08,2024,08,4.418841,non_humorous,0,0,0,0,1,23,0,0,1
1696509253379375279,Amazon,@amazon,2023-08,2023,08,5.198497,non_humorous,0,0,0,0,1,160,0,0,1
1995889773907451954,Amazon,@amazon,2025-12,2025,12,4.510860,non_humorous,0,0,0,0,1,200,1,1,1
1995890769077440789,Amazon,@amazon,2025-12,2025,12,3.135494,non_humorous,0,0,0,0,1,140,0,2,1
1995893546277122532,Amazon,@amazon,2025-12,2025,12,4.912655,non_humorous,0,0,0,0,1,148,1,0,1
1995893738577519002,Amazon,@amazon,2025-12,2025,12,3.401197,non_humorous,0,0,0,0,1,138,1,1,1
1995895168889696753,Amazon,@amazon,2025-12,2025,12,4.927254,non_humorous,0,0,0,0,1,400,1,0,1
1995898375649050753,Amazon,@amazon,2025-12,2025,12,5.945421,non_humorous,0,0,0,0,1,564,0,0,1
1995902783917076573,Amazon,@amazon,2025-12,2025,12,5.549076,non_humorous,0,0,0,0,1,358,0,0,1
1995905623091769707,Amazon,@amazon,2025-12,2025,12,5.398163,non_humorous,0,0,0,0,1,531,1,1,1
1995981685905637785,Amazon,@amazon,2025-12,2025,12,4.919981,non_humorous,0,0,0,0,1,115,1,0,1
1863974051758461245,Amazon,@amazon,2024-12,2024,12,6.442540,non_humorous,0,0,0,0,1,52,0,0,1
1998411080595354039,Amazon,@amazon,2025-12,2025,12,5.583496,non_humorous,0,0,0,0,1,295,0,1,1
1998416709213192265,Amazon,@amazon,2025-12,2025,12,3.871201,non_humorous,0,0,0,0,1,23,0,0,1
1734677934202405228,Amazon,@amazon,2023-12,2023,12,4.812184,non_humorous,0,0,0,0,1,118,0,1,1
2000990545271771632,Amazon,@amazon,2025-12,2025,12,5.846439,non_humorous,0,0,0,0,1,152,0,1,1
2003524452710232466,Amazon,@amazon,2025-12,2025,12,4.219508,non_humorous,0,0,0,0,1,204,0,4,1
2018673211165016397,Amazon,@amazon,2026-02,2026,02,3.433987,non_humorous,0,0,0,0,1,23,0,0,1
1886792437751812484,Amazon,@amazon,2025-02,2025,02,9.612734,non_humorous,0,0,0,0,1,89,1,1,1
2021281963370234034,Amazon,@amazon,2026-02,2026,02,3.737670,non_humorous,0,0,0,0,1,65,0,2,1
2026409767581729048,Amazon,@amazon,2026-02,2026,02,4.465908,non_humorous,0,0,0,0,1,509,0,0,1
2008575194131296265,Amazon,@amazon,2026-01,2026,01,3.713572,non_humorous,0,0,0,0,1,42,0,0,1
2008587069417992682,Amazon,@amazon,2026-01,2026,01,4.276666,non_humorous,0,0,0,0,1,298,0,1,1
2011090649433461014,Amazon,@amazon,2026-01,2026,01,2.564949,non_humorous,0,0,0,0,1,23,0,0,1
2011160606695702680,Amazon,@amazon,2026-01,2026,01,4.532599,non_humorous,0,0,0,0,1,180,1,1,1
1878956676977725598,Amazon,@amazon,2025-01,2025,01,3.737670,non_humorous,0,0,0,0,1,140,0,1,1
1747302777057939683,Amazon,@amazon,2024-01,2024,01,4.969813,non_humorous,0,0,0,0,1,197,0,0,1
1808167848805622143,Amazon,@amazon,2024-07,2024,07,4.927254,non_humorous,0,0,0,0,1,129,1,1,1
1942645537859391794,Amazon,@amazon,2025-07,2025,07,4.510860,non_humorous,0,0,0,0,1,23,0,0,1
1945186700730232965,Amazon,@amazon,2025-07,2025,07,4.219508,non_humorous,0,0,0,0,1,23,0,0,1
1815766327463907421,Amazon,@amazon,2024-07,2024,07,8.945724,non_humorous,0,0,0,0,1,1127,0,8,1
