model,term,coefficient,std_error,t_statistic,p_value,stars,n,r_squared,adj_r_squared,df_residual
Full_sample_CD,company_28,-4.2931,0.059734,-71.8704,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_29,-1.142663,0.114399,-9.9884,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_30,-2.939911,0.096553,-30.4487,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_31,-3.68413,0.061754,-59.6586,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_32,-0.77952,0.058158,-13.4034,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_33,-1.232095,0.057029,-21.6048,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_34,-1.055514,0.055596,-18.9853,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_35,-1.273382,0.090634,-14.0498,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_36,-1.774437,0.059773,-29.6863,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_37,-2.835856,0.103555,-27.3851,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_38,-0.940507,0.062378,-15.0774,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_39,1.570517,0.066754,23.5268,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_40,3.218238,0.062846,51.2085,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_41,1.864525,0.05311,35.1065,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_42,-1.556367,0.061719,-25.217,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_43,-1.502811,0.060333,-24.9088,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_44,-0.051954,0.057597,-0.902,0.367046,,68039,0.624907,0.624344,67936
Full_sample_CD,company_45,-1.267258,0.099954,-12.6784,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_46,-1.231726,0.059503,-20.7003,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_47,-0.939214,0.059079,-15.8975,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_48,-1.956754,0.107656,-18.1759,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_49,-1.482902,0.058591,-25.3095,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_50,-3.100844,0.063061,-49.1721,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_51,-2.377114,0.08899,-26.7122,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_52,-3.330045,0.059406,-56.0558,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_53,-1.446542,0.060066,-24.0824,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_54,-2.674066,0.061636,-43.3846,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_55,-2.910788,0.060891,-47.8034,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_56,-3.047845,0.061278,-49.7382,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_57,-3.327354,0.066958,-49.6932,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_58,0.867343,0.059304,14.6254,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_59,-2.83955,0.072753,-39.0301,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_60,-0.928048,0.065385,-14.1936,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_61,-2.228463,0.067493,-33.0176,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_62,-1.860885,0.058872,-31.6089,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_63,-0.950925,0.068369,-13.9087,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_64,-1.824438,0.06782,-26.9013,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_65,-1.786803,0.070213,-25.4482,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_66,-1.491067,0.055219,-27.0028,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_67,-2.04895,0.104079,-19.6865,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_68,0.451073,0.062838,7.1783,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_69,-0.886301,0.059793,-14.8227,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_70,-1.053381,0.077546,-13.5839,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_71,-3.649836,0.071031,-51.3835,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_72,-2.796565,0.058084,-48.1472,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_73,-3.266104,0.118283,-27.6127,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_74,-3.461586,0.060005,-57.6884,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_75,-2.07178,0.059228,-34.9795,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_76,-3.170927,0.058539,-54.1673,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_77,-3.532629,0.754672,-4.681,3e-06,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_78,1.342082,0.085776,15.6463,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_79,-0.979605,0.058567,-16.7262,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_80,-1.636101,0.05688,-28.7641,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_81,-0.728879,0.075768,-9.6199,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_82,-3.106457,0.06428,-48.3271,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_83,0.463912,0.103037,4.5024,7e-06,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_84,-2.679241,0.055972,-47.8678,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_85,-0.346895,0.086096,-4.0292,5.6e-05,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_86,-5.146576,0.061597,-83.5525,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_87,-4.080808,0.058188,-70.1311,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_88,-2.716746,0.051981,-52.2647,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_89,-0.06699,0.057723,-1.1605,0.245833,,68039,0.624907,0.624344,67936
Full_sample_CD,company_90,-0.522958,0.05878,-8.8969,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_91,-2.976955,0.097032,-30.68,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_92,-2.542564,0.056849,-44.7246,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_93,-2.904401,0.060023,-48.388,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_94,-2.581293,0.058325,-44.2569,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_95,0.023695,0.059514,0.3981,0.69053,,68039,0.624907,0.624344,67936
Full_sample_CD,company_96,2.089123,0.102179,20.4456,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_97,-3.294162,0.059503,-55.3611,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_98,2.038266,0.058897,34.6073,0.0,***,68039,0.624907,0.624344,67936
Full_sample_CD,company_99,2.152722,0.057949,37.1486,0.0,***,68039,0.624907,0.624344,67936
