company_name,period,source_x_handle_count,source_x_handle_list,total_posts,affiliative_count,self_enhancing_count,aggressive_count,self_defeating_count,affiliative_share,self_enhancing_share,aggressive_share,self_defeating_share,aggressive_minus_other_humor_share,rare_negative_humor_count,rare_negative_humor_share,v2_aggressive_candidate_count,v1_v2_disagreement_candidate_count,rare_class_candidate_count
AT&T,2025-03,1,@ATT,13,0,3,1,0,0.0,0.230769,0.076923,0.0,-0.153846,1,0.076923,1,7,0
AT&T,2025-04,1,@ATT,23,1,3,0,0,0.043478,0.130435,0.0,0.0,-0.173913,0,0.0,1,7,0
AT&T,2025-05,1,@ATT,56,1,7,0,0,0.017857,0.125,0.0,0.0,-0.142857,0,0.0,1,7,0
AT&T,2025-06,1,@ATT,22,0,3,0,0,0.0,0.136364,0.0,0.0,-0.136364,0,0.0,1,7,0
AT&T,2025-07,1,@ATT,30,3,3,0,0,0.1,0.1,0.0,0.0,-0.2,0,0.0,1,7,0
AT&T,2025-08,1,@ATT,37,2,1,0,0,0.054054,0.027027,0.0,0.0,-0.081081,0,0.0,1,7,0
AT&T,2025-09,1,@ATT,52,5,8,0,0,0.096154,0.153846,0.0,0.0,-0.25,0,0.0,1,7,0
AT&T,2025-10,1,@ATT,18,1,1,0,0,0.055556,0.055556,0.0,0.0,-0.111112,0,0.0,1,7,0
AT&T,2025-11,1,@ATT,20,2,0,0,0,0.1,0.0,0.0,0.0,-0.1,0,0.0,1,7,0
AT&T,2025-12,1,@ATT,22,1,2,0,0,0.045455,0.090909,0.0,0.0,-0.136364,0,0.0,1,7,0
AT&T,2026-01,1,@ATT,29,0,3,0,1,0.0,0.103448,0.0,0.034483,-0.137931,1,0.034483,1,7,0
AT&T,2026-02,1,@ATT,59,5,7,0,0,0.084746,0.118644,0.0,0.0,-0.20339,0,0.0,1,7,0
AT&T,2026-03,1,@ATT,33,2,3,0,0,0.060606,0.090909,0.0,0.0,-0.151515,0,0.0,1,7,0
AT&T,2026-04,1,@ATT,75,8,8,0,0,0.106667,0.106667,0.0,0.0,-0.213334,0,0.0,1,7,0
AT&T,2026-05,1,@ATT,63,5,5,1,0,0.079365,0.079365,0.015873,0.0,-0.142857,1,0.015873,1,7,0
AT&T,2026-06,1,@ATT,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,7,0
AbbVie,2023-09,1,@abbvie,61,1,0,0,0,0.016393,0.0,0.0,0.0,-0.016393,0,0.0,0,4,0
AbbVie,2023-10,1,@abbvie,69,3,7,0,0,0.043478,0.101449,0.0,0.0,-0.144927,0,0.0,0,4,0
AbbVie,2023-11,1,@abbvie,32,4,1,0,0,0.125,0.03125,0.0,0.0,-0.15625,0,0.0,0,4,0
AbbVie,2023-12,1,@abbvie,27,1,1,0,0,0.037037,0.037037,0.0,0.0,-0.074074,0,0.0,0,4,0
AbbVie,2024-01,1,@abbvie,23,2,2,0,0,0.086957,0.086957,0.0,0.0,-0.173914,0,0.0,0,4,0
AbbVie,2024-02,1,@abbvie,31,1,1,0,0,0.032258,0.032258,0.0,0.0,-0.064516,0,0.0,0,4,0
AbbVie,2024-03,1,@abbvie,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4,0
AbbVie,2024-04,1,@abbvie,31,1,3,0,0,0.032258,0.096774,0.0,0.0,-0.129032,0,0.0,0,4,0
AbbVie,2024-05,1,@abbvie,22,0,1,0,0,0.0,0.045455,0.0,0.0,-0.045455,0,0.0,0,4,0
AbbVie,2024-06,1,@abbvie,51,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4,0
AbbVie,2024-07,1,@abbvie,36,2,4,0,0,0.055556,0.111111,0.0,0.0,-0.166667,0,0.0,0,4,0
AbbVie,2024-08,1,@abbvie,9,0,1,0,0,0.0,0.111111,0.0,0.0,-0.111111,0,0.0,0,4,0
AbbVie,2024-09,1,@abbvie,48,1,1,0,0,0.020833,0.020833,0.0,0.0,-0.041666,0,0.0,0,4,0
AbbVie,2024-10,1,@abbvie,35,2,3,0,0,0.057143,0.085714,0.0,0.0,-0.142857,0,0.0,0,4,0
AbbVie,2024-11,1,@abbvie,18,1,0,0,0,0.055556,0.0,0.0,0.0,-0.055556,0,0.0,0,4,0
AbbVie,2024-12,1,@abbvie,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4,0
AbbVie,2025-01,1,@abbvie,10,0,1,0,0,0.0,0.1,0.0,0.0,-0.1,0,0.0,0,4,0
AbbVie,2025-02,1,@abbvie,21,1,0,0,0,0.047619,0.0,0.0,0.0,-0.047619,0,0.0,0,4,0
AbbVie,2025-03,1,@abbvie,14,0,1,0,0,0.0,0.071429,0.0,0.0,-0.071429,0,0.0,0,4,0
AbbVie,2025-04,1,@abbvie,29,1,0,0,0,0.034483,0.0,0.0,0.0,-0.034483,0,0.0,0,4,0
AbbVie,2025-05,1,@abbvie,17,0,1,0,0,0.0,0.058824,0.0,0.0,-0.058824,0,0.0,0,4,0
AbbVie,2025-06,1,@abbvie,23,2,1,0,0,0.086957,0.043478,0.0,0.0,-0.130435,0,0.0,0,4,0
AbbVie,2025-07,1,@abbvie,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4,0
AbbVie,2025-08,1,@abbvie,15,0,1,0,0,0.0,0.066667,0.0,0.0,-0.066667,0,0.0,0,4,0
AbbVie,2025-09,1,@abbvie,38,0,1,0,0,0.0,0.026316,0.0,0.0,-0.026316,0,0.0,0,4,0
AbbVie,2025-10,1,@abbvie,34,0,1,0,0,0.0,0.029412,0.0,0.0,-0.029412,0,0.0,0,4,0
AbbVie,2025-11,1,@abbvie,20,0,2,0,0,0.0,0.1,0.0,0.0,-0.1,0,0.0,0,4,0
AbbVie,2025-12,1,@abbvie,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4,0
AbbVie,2026-01,1,@abbvie,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4,0
AbbVie,2026-02,1,@abbvie,15,0,1,0,0,0.0,0.066667,0.0,0.0,-0.066667,0,0.0,0,4,0
AbbVie,2026-03,1,@abbvie,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4,0
AbbVie,2026-04,1,@abbvie,23,3,3,0,0,0.130435,0.130435,0.0,0.0,-0.26087,0,0.0,0,4,0
AbbVie,2026-05,1,@abbvie,10,1,0,0,0,0.1,0.0,0.0,0.0,-0.1,0,0.0,0,4,0
AbbVie,2026-06,1,@abbvie,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4,0
Albertsons,2018-05,1,@albertsons,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2018-06,1,@albertsons,31,7,3,0,0,0.225806,0.096774,0.0,0.0,-0.32258,0,0.0,7,9,0
Albertsons,2018-07,1,@albertsons,33,4,3,0,0,0.121212,0.090909,0.0,0.0,-0.212121,0,0.0,7,9,0
Albertsons,2018-08,1,@albertsons,8,5,0,0,0,0.625,0.0,0.0,0.0,-0.625,0,0.0,7,9,0
Albertsons,2018-09,1,@albertsons,6,0,0,1,0,0.0,0.0,0.166667,0.0,0.166667,1,0.166667,7,9,0
Albertsons,2018-10,1,@albertsons,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2018-11,1,@albertsons,8,1,0,0,0,0.125,0.0,0.0,0.0,-0.125,0,0.0,7,9,0
Albertsons,2018-12,1,@albertsons,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2019-01,1,@albertsons,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2019-02,1,@albertsons,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2019-03,1,@albertsons,6,1,0,0,0,0.166667,0.0,0.0,0.0,-0.166667,0,0.0,7,9,0
Albertsons,2019-04,1,@albertsons,10,0,1,0,0,0.0,0.1,0.0,0.0,-0.1,0,0.0,7,9,0
Albertsons,2019-05,1,@albertsons,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2019-06,1,@albertsons,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2019-07,1,@albertsons,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2019-08,1,@albertsons,5,2,1,0,0,0.4,0.2,0.0,0.0,-0.6,0,0.0,7,9,0
Albertsons,2019-09,1,@albertsons,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2019-10,1,@albertsons,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2019-11,1,@albertsons,6,0,2,0,0,0.0,0.333333,0.0,0.0,-0.333333,0,0.0,7,9,0
Albertsons,2019-12,1,@albertsons,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2020-01,1,@albertsons,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2020-02,1,@albertsons,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2020-03,1,@albertsons,9,0,1,0,0,0.0,0.111111,0.0,0.0,-0.111111,0,0.0,7,9,0
Albertsons,2020-04,1,@albertsons,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2020-05,1,@albertsons,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2020-06,1,@albertsons,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2020-07,1,@albertsons,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2020-08,1,@albertsons,47,1,2,0,0,0.021277,0.042553,0.0,0.0,-0.06383,0,0.0,7,9,0
Albertsons,2020-09,1,@albertsons,29,3,1,0,0,0.103448,0.034483,0.0,0.0,-0.137931,0,0.0,7,9,0
Albertsons,2020-10,1,@albertsons,31,0,4,0,0,0.0,0.129032,0.0,0.0,-0.129032,0,0.0,7,9,0
Albertsons,2020-11,1,@albertsons,33,3,3,0,0,0.090909,0.090909,0.0,0.0,-0.181818,0,0.0,7,9,0
Albertsons,2020-12,1,@albertsons,28,0,3,1,0,0.0,0.107143,0.035714,0.0,-0.071429,1,0.035714,7,9,0
Albertsons,2021-01,1,@albertsons,34,1,1,4,0,0.029412,0.029412,0.117647,0.0,0.058823,4,0.117647,7,9,0
Albertsons,2021-02,1,@albertsons,29,1,2,0,0,0.034483,0.068966,0.0,0.0,-0.103449,0,0.0,7,9,0
Albertsons,2021-03,1,@albertsons,36,0,3,0,0,0.0,0.083333,0.0,0.0,-0.083333,0,0.0,7,9,0
Albertsons,2021-04,1,@albertsons,30,2,1,0,0,0.066667,0.033333,0.0,0.0,-0.1,0,0.0,7,9,0
Albertsons,2021-05,1,@albertsons,34,2,4,0,0,0.058824,0.117647,0.0,0.0,-0.176471,0,0.0,7,9,0
Albertsons,2021-06,1,@albertsons,39,2,2,1,0,0.051282,0.051282,0.025641,0.0,-0.076923,1,0.025641,7,9,0
Albertsons,2021-07,1,@albertsons,36,0,1,0,0,0.0,0.027778,0.0,0.0,-0.027778,0,0.0,7,9,0
Albertsons,2021-08,1,@albertsons,19,0,1,0,0,0.0,0.052632,0.0,0.0,-0.052632,0,0.0,7,9,0
Albertsons,2021-09,1,@albertsons,21,0,2,0,0,0.0,0.095238,0.0,0.0,-0.095238,0,0.0,7,9,0
Albertsons,2021-10,1,@albertsons,18,0,2,0,0,0.0,0.111111,0.0,0.0,-0.111111,0,0.0,7,9,0
Albertsons,2021-11,1,@albertsons,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2021-12,1,@albertsons,23,2,3,1,0,0.086957,0.130435,0.043478,0.0,-0.173914,1,0.043478,7,9,0
Albertsons,2022-01,1,@albertsons,18,0,1,0,0,0.0,0.055556,0.0,0.0,-0.055556,0,0.0,7,9,0
Albertsons,2022-02,1,@albertsons,14,1,1,0,0,0.071429,0.071429,0.0,0.0,-0.142858,0,0.0,7,9,0
Albertsons,2022-03,1,@albertsons,7,0,1,0,0,0.0,0.142857,0.0,0.0,-0.142857,0,0.0,7,9,0
Albertsons,2022-04,1,@albertsons,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2022-05,1,@albertsons,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2022-06,1,@albertsons,2,0,1,0,0,0.0,0.5,0.0,0.0,-0.5,0,0.0,7,9,0
Albertsons,2022-07,1,@albertsons,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2022-10,1,@albertsons,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2022-11,1,@albertsons,2,0,1,0,0,0.0,0.5,0.0,0.0,-0.5,0,0.0,7,9,0
Albertsons,2023-01,1,@albertsons,1,1,0,0,0,1.0,0.0,0.0,0.0,-1.0,0,0.0,7,9,0
Albertsons,2023-02,1,@albertsons,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2023-03,1,@albertsons,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2023-04,1,@albertsons,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2023-05,1,@albertsons,1,1,0,0,0,1.0,0.0,0.0,0.0,-1.0,0,0.0,7,9,0
Albertsons,2023-08,1,@albertsons,3,1,1,0,0,0.333333,0.333333,0.0,0.0,-0.666666,0,0.0,7,9,0
Albertsons,2023-09,1,@albertsons,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Albertsons,2023-12,1,@albertsons,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,9,0
Allstate,2019-11,1,@allstate,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2019-12,1,@allstate,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2020-02,1,@allstate,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2020-03,1,@allstate,11,1,1,0,0,0.090909,0.090909,0.0,0.0,-0.181818,0,0.0,2,1,0
Allstate,2020-04,1,@allstate,20,3,0,0,0,0.15,0.0,0.0,0.0,-0.15,0,0.0,2,1,0
Allstate,2020-05,1,@allstate,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2020-06,1,@allstate,5,1,0,0,0,0.2,0.0,0.0,0.0,-0.2,0,0.0,2,1,0
Allstate,2020-07,1,@allstate,8,1,0,0,0,0.125,0.0,0.0,0.0,-0.125,0,0.0,2,1,0
Allstate,2020-08,1,@allstate,15,2,0,0,0,0.133333,0.0,0.0,0.0,-0.133333,0,0.0,2,1,0
Allstate,2020-09,1,@allstate,45,1,2,0,0,0.022222,0.044444,0.0,0.0,-0.066666,0,0.0,2,1,0
Allstate,2020-10,1,@allstate,36,3,4,0,0,0.083333,0.111111,0.0,0.0,-0.194444,0,0.0,2,1,0
Allstate,2020-11,1,@allstate,15,1,0,0,0,0.066667,0.0,0.0,0.0,-0.066667,0,0.0,2,1,0
Allstate,2020-12,1,@allstate,33,5,0,0,0,0.151515,0.0,0.0,0.0,-0.151515,0,0.0,2,1,0
Allstate,2021-01,1,@allstate,10,2,0,0,0,0.2,0.0,0.0,0.0,-0.2,0,0.0,2,1,0
Allstate,2021-02,1,@allstate,23,1,0,0,0,0.043478,0.0,0.0,0.0,-0.043478,0,0.0,2,1,0
Allstate,2021-03,1,@allstate,24,1,0,0,0,0.041667,0.0,0.0,0.0,-0.041667,0,0.0,2,1,0
Allstate,2021-04,1,@allstate,21,2,0,0,0,0.095238,0.0,0.0,0.0,-0.095238,0,0.0,2,1,0
Allstate,2021-05,1,@allstate,15,0,1,0,0,0.0,0.066667,0.0,0.0,-0.066667,0,0.0,2,1,0
Allstate,2021-06,1,@allstate,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2021-07,1,@allstate,6,1,0,0,0,0.166667,0.0,0.0,0.0,-0.166667,0,0.0,2,1,0
Allstate,2021-08,1,@allstate,18,1,1,0,0,0.055556,0.055556,0.0,0.0,-0.111112,0,0.0,2,1,0
Allstate,2021-09,1,@allstate,16,2,1,0,0,0.125,0.0625,0.0,0.0,-0.1875,0,0.0,2,1,0
Allstate,2021-10,1,@allstate,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2021-11,1,@allstate,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2021-12,1,@allstate,6,1,3,0,0,0.166667,0.5,0.0,0.0,-0.666667,0,0.0,2,1,0
Allstate,2022-01,1,@allstate,4,0,1,0,0,0.0,0.25,0.0,0.0,-0.25,0,0.0,2,1,0
Allstate,2022-03,1,@allstate,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2022-04,1,@allstate,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2022-05,1,@allstate,10,2,0,0,0,0.2,0.0,0.0,0.0,-0.2,0,0.0,2,1,0
Allstate,2022-06,1,@allstate,14,6,0,0,0,0.428571,0.0,0.0,0.0,-0.428571,0,0.0,2,1,0
Allstate,2022-07,1,@allstate,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2022-08,1,@allstate,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2022-09,1,@allstate,20,4,0,1,0,0.2,0.0,0.05,0.0,-0.15,1,0.05,2,1,0
Allstate,2022-10,1,@allstate,6,1,2,0,0,0.166667,0.333333,0.0,0.0,-0.5,0,0.0,2,1,0
Allstate,2022-11,1,@allstate,10,2,1,0,0,0.2,0.1,0.0,0.0,-0.3,0,0.0,2,1,0
Allstate,2022-12,1,@allstate,9,3,0,0,0,0.333333,0.0,0.0,0.0,-0.333333,0,0.0,2,1,0
Allstate,2023-01,1,@allstate,5,0,1,0,0,0.0,0.2,0.0,0.0,-0.2,0,0.0,2,1,0
Allstate,2023-02,1,@allstate,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2023-03,1,@allstate,8,0,2,0,0,0.0,0.25,0.0,0.0,-0.25,0,0.0,2,1,0
Allstate,2023-04,1,@allstate,5,1,0,0,0,0.2,0.0,0.0,0.0,-0.2,0,0.0,2,1,0
Allstate,2023-05,1,@allstate,6,0,1,0,0,0.0,0.166667,0.0,0.0,-0.166667,0,0.0,2,1,0
Allstate,2023-06,1,@allstate,5,0,1,0,0,0.0,0.2,0.0,0.0,-0.2,0,0.0,2,1,0
Allstate,2023-07,1,@allstate,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2023-08,1,@allstate,7,0,1,0,0,0.0,0.142857,0.0,0.0,-0.142857,0,0.0,2,1,0
Allstate,2023-09,1,@allstate,7,1,0,0,0,0.142857,0.0,0.0,0.0,-0.142857,0,0.0,2,1,0
Allstate,2023-10,1,@allstate,2,1,0,0,0,0.5,0.0,0.0,0.0,-0.5,0,0.0,2,1,0
Allstate,2023-11,1,@allstate,18,0,1,0,0,0.0,0.055556,0.0,0.0,-0.055556,0,0.0,2,1,0
Allstate,2023-12,1,@allstate,20,1,4,0,0,0.05,0.2,0.0,0.0,-0.25,0,0.0,2,1,0
Allstate,2024-01,1,@allstate,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2024-02,1,@allstate,4,1,0,0,0,0.25,0.0,0.0,0.0,-0.25,0,0.0,2,1,0
Allstate,2024-04,1,@allstate,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2024-05,1,@allstate,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,1,0
Allstate,2024-06,1,@allstate,8,0,2,0,0,0.0,0.25,0.0,0.0,-0.25,0,0.0,2,1,0
Alphabet,2015-08,1,@Alphabetlnc,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4,0
Alphabet,2026-03,1,@google,2,0,1,0,0,0.0,0.5,0.0,0.0,-0.5,0,0.0,0,4,0
Alphabet,2026-04,1,@google,136,14,19,0,1,0.102941,0.139706,0.0,0.007353,-0.25,1,0.007353,0,4,0
Alphabet,2026-05,1,@google,267,26,51,0,0,0.097378,0.191011,0.0,0.0,-0.288389,0,0.0,0,4,0
Alphabet,2026-06,1,@google,69,11,8,0,0,0.15942,0.115942,0.0,0.0,-0.275362,0,0.0,0,4,0
Amazon,2021-01,1,@amazon,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,11,0
Amazon,2023-08,1,@amazon,16,2,0,0,0,0.125,0.0,0.0,0.0,-0.125,0,0.0,3,11,0
Amazon,2023-09,1,@amazon,41,5,6,1,0,0.121951,0.146341,0.02439,0.0,-0.243902,1,0.02439,3,11,0
Amazon,2023-10,1,@amazon,46,4,9,0,1,0.086957,0.195652,0.0,0.021739,-0.304348,1,0.021739,3,11,0
Amazon,2023-11,1,@amazon,55,4,2,1,0,0.072727,0.036364,0.018182,0.0,-0.090909,1,0.018182,3,11,0
Amazon,2023-12,1,@amazon,46,1,1,0,0,0.021739,0.021739,0.0,0.0,-0.043478,0,0.0,3,11,0
Amazon,2024-01,1,@amazon,36,3,2,0,0,0.083333,0.055556,0.0,0.0,-0.138889,0,0.0,3,11,0
Amazon,2024-02,1,@amazon,23,1,3,0,0,0.043478,0.130435,0.0,0.0,-0.173913,0,0.0,3,11,0
Amazon,2024-03,1,@amazon,17,1,4,0,0,0.058824,0.235294,0.0,0.0,-0.294118,0,0.0,3,11,0
Amazon,2024-04,1,@amazon,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,11,0
Amazon,2024-05,1,@amazon,17,1,0,0,1,0.058824,0.0,0.0,0.058824,-0.117648,1,0.058824,3,11,0
Amazon,2024-06,1,@amazon,29,0,1,1,0,0.0,0.034483,0.034483,0.0,0.0,1,0.034483,3,11,0
Amazon,2024-07,1,@amazon,26,2,2,0,0,0.076923,0.076923,0.0,0.0,-0.153846,0,0.0,3,11,0
Amazon,2024-08,1,@amazon,16,1,0,0,0,0.0625,0.0,0.0,0.0,-0.0625,0,0.0,3,11,0
Amazon,2024-09,1,@amazon,19,1,2,0,0,0.052632,0.105263,0.0,0.0,-0.157895,0,0.0,3,11,0
Amazon,2024-10,1,@amazon,19,0,1,0,0,0.0,0.052632,0.0,0.0,-0.052632,0,0.0,3,11,0
Amazon,2024-11,1,@amazon,21,2,5,0,0,0.095238,0.238095,0.0,0.0,-0.333333,0,0.0,3,11,0
Amazon,2024-12,1,@amazon,21,1,4,0,0,0.047619,0.190476,0.0,0.0,-0.238095,0,0.0,3,11,0
Amazon,2025-01,1,@amazon,23,0,6,0,0,0.0,0.26087,0.0,0.0,-0.26087,0,0.0,3,11,0
Amazon,2025-02,1,@amazon,19,0,2,1,0,0.0,0.105263,0.052632,0.0,-0.052631,1,0.052632,3,11,0
Amazon,2025-03,1,@amazon,12,0,2,0,0,0.0,0.166667,0.0,0.0,-0.166667,0,0.0,3,11,0
Amazon,2025-04,1,@amazon,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,11,0
Amazon,2025-05,1,@amazon,25,0,3,0,0,0.0,0.12,0.0,0.0,-0.12,0,0.0,3,11,0
Amazon,2025-06,1,@amazon,26,2,2,0,0,0.076923,0.076923,0.0,0.0,-0.153846,0,0.0,3,11,0
Amazon,2025-07,1,@amazon,30,0,1,0,0,0.0,0.033333,0.0,0.0,-0.033333,0,0.0,3,11,0
Amazon,2025-08,1,@amazon,17,0,2,0,0,0.0,0.117647,0.0,0.0,-0.117647,0,0.0,3,11,0
Amazon,2025-09,1,@amazon,30,1,3,0,0,0.033333,0.1,0.0,0.0,-0.133333,0,0.0,3,11,0
Amazon,2025-10,1,@amazon,20,5,1,0,0,0.25,0.05,0.0,0.0,-0.3,0,0.0,3,11,0
Amazon,2025-11,1,@amazon,35,3,1,0,0,0.085714,0.028571,0.0,0.0,-0.114285,0,0.0,3,11,0
Amazon,2025-12,1,@amazon,53,7,3,0,0,0.132075,0.056604,0.0,0.0,-0.188679,0,0.0,3,11,0
