audit_reason,brand,post_id,created_at,tweet_url,text,sentiment_label,sentiment_score,humor_type,humor_score,total_engagement,is_viral,human_sentiment_label,human_humor_type,human_notes
low_confidence,Wendy's,2015935710449009033,Mon Jan 26 23:51:42 +0000 2026,https://x.com/Wendys/status/2015935710449009033,kind of seems like you just wanted a reason to eat nothing but wendys chili for a month?,negative,0.3909789025783539,Self-enhancing humor,0.24173504114151,1012,0,,,
low_confidence,Wendy's,2022846838726922625,Sun Feb 15 01:34:03 +0000 2026,https://x.com/Wendys/status/2022846838726922625,Based on the results from today’s dunk contest this would blow the judges minds https://t.co/6nP4bbhJ2h,negative,0.853763997554779,Self-enhancing humor,0.24192118644714355,870,0,,,
low_confidence,Wendy's,1287737754223181824,Mon Jul 27 13:13:00 +0000 2020,https://x.com/Wendys/status/1287737754223181824,"If the day didn't start with a Frosty-ccino, did it even really happen?",negative,0.5611675977706909,Non-humorous brand message,0.24223801493644714,5418,0,,,
low_confidence,Wendy's,1545154011778748419,Thu Jul 07 21:13:18 +0000 2022,https://x.com/Wendys/status/1545154011778748419,sneak a Frosty in your purse https://t.co/piZUzsFJBo,negative,0.7645273208618164,Self-enhancing humor,0.2428724765777588,9093,0,,,
low_confidence,Wendy's,1438927615797104640,Fri Sep 17 18:07:32 +0000 2021,https://x.com/Wendys/status/1438927615797104640,Soda in the water cup is about as sneaky as three kids in a trench coat,negative,0.7497696280479431,Self-enhancing humor,0.2434433549642563,13064,0,,,
low_confidence,Wendy's,2019221773569728518,Thu Feb 05 01:29:20 +0000 2026,https://x.com/Wendys/status/2019221773569728518,also okc receives a first round pick somehow @ShamsCharania https://t.co/WUoYrt9zY7,positive,0.4699414074420929,Non-humorous brand message,0.2435872107744217,7659,0,,,
low_confidence,Wendy's,1471541646902935552,Thu Dec 16 18:04:03 +0000 2021,https://x.com/Wendys/status/1471541646902935552,Potatoes wish they could be our fries when they grow up.,negative,0.4443102478981018,Self-enhancing humor,0.2436874955892563,5898,0,,,
low_confidence,Wendy's,1359215493626949637,Tue Feb 09 19:00:01 +0000 2021,https://x.com/Wendys/status/1359215493626949637,"rOaSt Me WeNdY’s
Fine. Come back on Thursday cause we’re roasting everyone on Thursday cause Thursday is #NationalRoastDay",negative,0.5004852414131165,Self-enhancing humor,0.24443165957927704,16624,0,,,
low_confidence,Wendy's,1216894246021713920,Tue Jan 14 01:26:11 +0000 2020,https://x.com/Wendys/status/1216894246021713920,Looked who dropped by to see what Spicy Nuggets were supposed to taste like.,negative,0.6535242199897766,Self-defeating humor,0.2445872277021408,98909,1,,,
low_confidence,Wendy's,1988671571091980633,Wed Nov 12 18:13:44 +0000 2025,https://x.com/Wendys/status/1988671571091980633,.@fibulaa said we’re Tendy’s now and who are we to argue? Try our new chicken tendys today! https://t.co/8FccP5qRR5,negative,0.6242148876190186,Affiliative humor,0.2447848618030548,478,0,,,
low_confidence,Wendy's,1769784989338464723,Mon Mar 18 17:56:37 +0000 2024,https://x.com/Wendys/status/1769784989338464723,fry put my hand up on fry hip. When fry dip you dip we dip,negative,0.4243009686470032,Self-enhancing humor,0.24534350633621216,1027,0,,,
low_confidence,Wendy's,1534544184438403072,Wed Jun 08 14:33:38 +0000 2022,https://x.com/Wendys/status/1534544184438403072,Get a salad. Get FREE fries with FRY PASS. That’s the tweet.,negative,0.4520336985588074,Self-enhancing humor,0.2456407994031906,515,0,,,
low_confidence,Wendy's,1917664473776623724,Wed Apr 30 19:36:53 +0000 2025,https://x.com/Wendys/status/1917664473776623724,100 fries vs. 1 girlfriend who said she wasn’t hungry,negative,0.5434699654579163,Self-enhancing humor,0.24593836069107056,18401,0,,,
low_confidence,Wendy's,1578434005996695553,Fri Oct 07 17:16:07 +0000 2022,https://x.com/Wendys/status/1578434005996695553,"Purple and covered in nerds, just like @Twitch #TwitchCon2022 https://t.co/xZYQpzthC6",negative,0.6631391048431396,Non-humorous brand message,0.2462550848722458,5033,0,,,
low_confidence,Wendy's,1205531387975090177,Fri Dec 13 16:54:15 +0000 2019,https://x.com/Wendys/status/1205531387975090177,Wendy’s cups should be square but no one wants to poke that tiger,negative,0.3687848448753357,Self-enhancing humor,0.2465657889842987,2069,0,,,
low_confidence,Wendy's,1295466172066836480,Mon Aug 17 21:02:58 +0000 2020,https://x.com/Wendys/status/1295466172066836480,4 for 4 ....I’m on my Wendy https://t.co/esqHpaEVRu,negative,0.3845308721065521,Self-enhancing humor,0.24659165740013123,32022,0,,,
low_confidence,Wendy's,2029952811224514866,Fri Mar 06 16:10:39 +0000 2026,https://x.com/Wendys/status/2029952811224514866,"Breaking: The Raiders are releasing last season’s starting QB Geno Smith, barring a trade before the start of the new league year, sources tell @AdamSchefter.  

By releasing Smith, the Raiders will open up $8M in salary cap space while taking on $18.5M in dead money.

Get breaking news alerts from Adam Schefter through the ESPN App: https://t.co/wLAog0kJUB",negative,0.7555623650550842,Non-humorous brand message,0.2468876987695694,1831,0,,,
low_confidence,Wendy's,2041274790418485741,Mon Apr 06 22:00:09 +0000 2026,https://x.com/Wendys/status/2041274790418485741,"Who shall fulfill the prophecy?!?!?!?!

Tag us when you see who unlocks it 👀 https://t.co/mmdG7uqh7a",negative,0.4790032207965851,Self-enhancing humor,0.24732957780361176,282,0,,,
low_confidence,Wendy's,1278530059351945217,Thu Jul 02 03:24:54 +0000 2020,https://x.com/Wendys/status/1278530059351945217,@tmcf_hbcu help students financially at #HBCUs with scholarships and programs for students who want to become #csuite leaders or #entrepreneurs. We develop future K-12 educators and connect top #HBCU talent with #Fortune500 companies at our award-winning Leadership Institute! https://t.co/qTk2q5xQIl,positive,0.5852741003036499,Non-humorous brand message,0.2473870813846588,4,0,,,
low_confidence,Wendy's,1993735456609972272,Wed Nov 26 17:35:49 +0000 2025,https://x.com/Wendys/status/1993735456609972272,Let’s get u to bed wendy https://t.co/DY3BoVEDUi,negative,0.46055153012275696,Self-enhancing humor,0.24779582023620605,613,0,,,
low_confidence,Wendy's,2037342589230408021,Fri Mar 27 01:34:59 +0000 2026,https://x.com/Wendys/status/2037342589230408021,"TREY KAUFMAN-RENN GAME-WINNER 🚨

PURDUE ADVANCES TO THE ELITE 8 🤯 https://t.co/CYj7ltsGXT",positive,0.4291023313999176,Self-enhancing humor,0.24788106977939606,2849,0,,,
low_confidence,Wendy's,1537586561033744384,Fri Jun 17 00:02:57 +0000 2022,https://x.com/Wendys/status/1537586561033744384,https://t.co/6YIJpwJgV2,negative,0.44685783982276917,Non-humorous brand message,0.24804732203483582,35424,1,,,
low_confidence,Wendy's,1445048052235051010,Mon Oct 04 15:27:58 +0000 2021,https://x.com/Wendys/status/1445048052235051010,"if u were the person who ran the McDonald's account for a day, what would u tweet",negative,0.6932762861251831,Self-enhancing humor,0.2480880171060562,28384,0,,,
low_confidence,Wendy's,1518681018466721792,Mon Apr 25 19:59:05 +0000 2022,https://x.com/Wendys/status/1518681018466721792,.@elonmusk let me tweet from space pls,negative,0.6421353816986084,Non-humorous brand message,0.24809734523296356,70525,1,,,
low_confidence,Wendy's,1340011507661365248,Fri Dec 18 19:10:14 +0000 2020,https://x.com/Wendys/status/1340011507661365248,It’s almost time to #wakeandbaconate. Join us live with @MMATAband on Monday 12/21 at 12pm ET. Set your reminders now! https://t.co/ehn3t8x7Za,negative,0.4915253221988678,Self-enhancing humor,0.24814549088478088,393,0,,,
viral,Wendy's,1750522723510493356,Thu Jan 25 14:15:15 +0000 2024,https://x.com/Wendys/status/1750522723510493356,McDonald’s is releasing a Double Big Mac https://t.co/M8IhDWesyG,negative,0.39471009373664856,Non-humorous brand message,0.261060893535614,49558,1,,,
viral,Wendy's,1370782992117866498,Sat Mar 13 17:05:07 +0000 2021,https://x.com/Wendys/status/1370782992117866498,Utah State’s Marco Anthony says he chose the No. 44 jersey because of Wendy’s “4 for $4” deal 😭 @brhoops  (via @CBSSports) https://t.co/4uCGrqzGJ4,negative,0.5907791256904602,Self-enhancing humor,0.26580825448036194,32566,1,,,
viral,Wendy's,1459189091984150532,Fri Nov 12 15:59:24 +0000 2021,https://x.com/Wendys/status/1459189091984150532,Heard My Space was back https://t.co/6CpTXW2TPX,negative,0.4688693583011627,Non-humorous brand message,0.27364230155944824,33725,1,,,
viral,Coca-Cola,1455739855326089218,Wed Nov 03 03:33:22 +0000 2021,https://x.com/CocaCola/status/1455739855326089218,"THE ATLANTA BRAVES ARE WORLD SERIES CHAMPIONS!

#BattleATL | #ForTheA https://t.co/rDXjLj4HSj",positive,0.48885002732276917,Self-enhancing humor,0.2750718891620636,117293,1,,,
viral,Wendy's,2030030060720164942,Fri Mar 06 21:17:37 +0000 2026,https://x.com/Wendys/status/2030030060720164942,.@GenoSmith3 in case things don’t work out in free agency we’re looking for a Chief Tasting Officer…,negative,0.4878062307834625,Self-enhancing humor,0.27736330032348633,36776,1,,,
viral,Wendy's,1268325890037030912,Wed Jun 03 23:37:11 +0000 2020,https://x.com/Wendys/status/1268325890037030912,"Our voice would be nothing without Black culture. Right now, a lot of people are hurting because of blatant racism against Black people. Their voices need to be heard. Period. #BlackLivesMatter",negative,0.6782456040382385,Non-humorous brand message,0.277535617351532,44182,1,,,
viral,Wendy's,2056803537636467033,Tue May 19 18:25:51 +0000 2026,https://x.com/Wendys/status/2056803537636467033,might change my name to Wemby’s and only serve french fries after last night’s game,negative,0.45084869861602783,Self-enhancing humor,0.2832905054092407,75718,1,,,
viral,Wendy's,1874116245085446380,Tue Dec 31 15:31:46 +0000 2024,https://x.com/Wendys/status/1874116245085446380,"2025 = 45^2

It's a perfect square.  It will probably be the only perfect square year you ever get to live in.

The last time that occurred was in 1936.  The next will be in 2116.

So, make 2025 a perfect year for you.",positive,0.48563170433044434,Non-humorous brand message,0.28393641114234924,316777,1,,,
viral,MoonPie,1693203788033900668,Sun Aug 20 10:10:15 +0000 2023,https://x.com/MoonPie/status/1693203788033900668,BREAKING: 🇷🇺 Russia's Luna-25 has crashed into the Moon. https://t.co/oRiYNSWXJp,negative,0.663017749786377,Self-enhancing humor,0.2879685163497925,68866,1,,,
viral,Wendy's,1229797426569019392,Tue Feb 18 15:58:49 +0000 2020,https://x.com/Wendys/status/1229797426569019392,When literally anything would be better on a bun than their beef.,negative,0.4558558464050293,Non-humorous brand message,0.292070209980011,261664,1,,,
viral,MoonPie,1836402093097116052,Wed Sep 18 13:49:12 +0000 2024,https://x.com/MoonPie/status/1836402093097116052,"Earth is set to temporarily obtain another moon on September 29th.

The asteroid known as a ‘mini-moon’ is expected to make a single orbit journey around Earth, ending on November 25th. https://t.co/7UOS5LZ5vH",negative,0.42160218954086304,Self-enhancing humor,0.29470810294151306,332772,1,,,
viral,Coca-Cola,1036751816787148801,Mon Sep 03 23:04:29 +0000 2018,https://x.com/CocaCola/status/1036751816787148801,So this happened at the US Open today... 🧐 https://t.co/fRDmpd3YWE,positive,0.47947677969932556,Self-enhancing humor,0.2966797947883606,11640,1,,,
viral,Wendy's,1234275836905369603,Mon Mar 02 00:34:25 +0000 2020,https://x.com/Wendys/status/1234275836905369603,Y’all got any plans for breakfast tomorrow orrrrrrrrr…..?,negative,0.6360295414924622,Non-humorous brand message,0.30509161949157715,35134,1,,,
viral,MoonPie,1255907211533901825,Thu Apr 30 17:09:47 +0000 2020,https://x.com/MoonPie/status/1255907211533901825,SpaceX has been selected to develop a lunar optimized Starship to transport crew between lunar orbit and the surface of the Moon as part of @NASA’s Artemis program! https://t.co/FRmwWisKfH https://t.co/z1bkUrQMK8,positive,0.4523390233516693,Self-enhancing humor,0.306020587682724,40296,1,,,
viral,Wendy's,2029249180762341501,Wed Mar 04 17:34:40 +0000 2026,https://x.com/Wendys/status/2029249180762341501,Wendy’s US President posts new video amid burger battle with McDonald’s &amp; Burger King. https://t.co/R6IALUetCC,negative,0.5232036113739014,Non-humorous brand message,0.30609381198883057,54798,1,,,
viral,MoonPie,1087166333907800065,Mon Jan 21 01:53:47 +0000 2019,https://x.com/MoonPie/status/1087166333907800065,I feel different,negative,0.418827086687088,Self-enhancing humor,0.30867335200309753,27868,1,,,
viral,MoonPie,954077241457168384,Thu Jan 18 19:45:14 +0000 2018,https://x.com/MoonPie/status/954077241457168384,I didn’t have a choice guys I’m so sorry https://t.co/UC7AAf4ORA,negative,0.9777417182922363,Self-enhancing humor,0.3088732063770294,31264,1,,,
viral,MoonPie,922201984211369984,Sun Oct 22 20:44:21 +0000 2017,https://x.com/MoonPie/status/922201984211369984,I Dont wanna be here,negative,0.5232258439064026,Self-enhancing humor,0.30900540947914124,144756,1,,,
viral,Coca-Cola,1276124810968522752,Thu Jun 25 12:07:18 +0000 2020,https://x.com/CocaCola/status/1276124810968522752,Here's a list of all the black owned restaurants in Atlanta sorted by the side of town they're on. 🔥😋 https://t.co/YlPkLnodTi,negative,0.42659956216812134,Self-enhancing humor,0.3094194233417511,14975,1,,,
viral,Wendy's,1266395345996652552,Fri May 29 15:45:53 +0000 2020,https://x.com/Wendys/status/1266395345996652552,We’re moving National Roast Day because there are going to be better times for it. Love you guys.,positive,0.9139112830162048,Non-humorous brand message,0.31148645281791687,68469,1,,,
viral,Wendy's,1359905095396323335,Thu Feb 11 16:40:15 +0000 2021,https://x.com/Wendys/status/1359905095396323335,How are you a verified account when you're not even verified cheese? #NationalRoastDay,negative,0.6118139624595642,Non-humorous brand message,0.3127559423446655,40688,1,,,
viral,MoonPie,1889472292729569483,Wed Feb 12 00:31:13 +0000 2025,https://x.com/MoonPie/status/1889472292729569483,Effective immediately https://t.co/81uVF0DzgD,negative,0.4457450807094574,Self-enhancing humor,0.3131512403488159,403820,1,,,
viral,Wendy's,1315778050697523200,Mon Oct 12 22:15:07 +0000 2020,https://x.com/Wendys/status/1315778050697523200,444 https://t.co/KFOMfD2P7k,negative,0.43024224042892456,Non-humorous brand message,0.31366708874702454,731843,1,,,
viral,MoonPie,1558756449668448257,Sun Aug 14 10:04:32 +0000 2022,https://x.com/MoonPie/status/1558756449668448257,My cousin’s 2 year old daughter is SOBBING in the car right now “I want the moon” I think she’s gonna grow up to be a poet,negative,0.5632052421569824,Self-enhancing humor,0.3149586021900177,103237,1,,,
viral,MoonPie,1237763237212553219,Wed Mar 11 15:32:06 +0000 2020,https://x.com/MoonPie/status/1237763237212553219,https://t.co/IXSO7Ko4z7,negative,0.4142177700996399,Self-enhancing humor,0.31691527366638184,211265,1,,,
viral,MoonPie,2039473910987534599,Wed Apr 01 22:44:06 +0000 2026,https://x.com/MoonPie/status/2039473910987534599,"Liftoff.

The Artemis II mission launched from @NASAKennedy at 6:35pm ET (2235 UTC), propelling four astronauts on a journey around the Moon.

Artemis II will pave the way for future Moon landings, as well as the next giant leap — astronauts on Mars. https://t.co/ENQA4RTqAc",positive,0.4707367420196533,Self-enhancing humor,0.3181326985359192,244826,1,,,
viral,Coca-Cola,1146858975415156736,Thu Jul 04 19:11:02 +0000 2019,https://x.com/CocaCola/status/1146858975415156736,Ɛsƃuᴉɥ┴ɹǝƃuɐɹʇS# ǝʞoƆǝʌɐS# sƃɐʇɥsɐɥ ǝɥʇ ppɐ oʇ ʇǝƃɹoɟ ʇ’uop ˙sn ǝʌɐs oʇ ǝƃɐssǝɯ uǝppᴉɥ ǝɥʇ ʇǝǝʍ┴ ˙ʎɐpoʇ sǝnlɔ ǝɥʇ llɐ lɐǝʌǝɹ oʇ ɯooz puɐ ɥɔuᴉԀ ¿uʍop ǝpᴉsdn sᴉ plɹoʍ ɹᴉǝɥʇ uǝɥʍ suᴉʞʍɐH ǝʌɐs llᴉʍ ʇɐɥM https://t.co/cjQRa0hb50,negative,0.529582679271698,Affiliative humor,0.329024076461792,7808,1,,,
viral,Wendy's,1212819812331720705,Thu Jan 02 19:35:51 +0000 2020,https://x.com/Wendys/status/1212819812331720705,Did you forget to write “tastes like” in the middle?,negative,0.45110610127449036,Non-humorous brand message,0.33160457015037537,129767,1,,,
viral,Coca-Cola,1374795604883349509,Wed Mar 24 18:49:49 +0000 2021,https://x.com/CocaCola/status/1374795604883349509,We condemn the racist incidents targeting the AAPI community. Together we must stand up against hate. Together we must support the AAPI community.  #StopAsianHate https://t.co/qrthPjlsso,negative,0.6150380373001099,Self-enhancing humor,0.3322373330593109,4453,1,,,
viral,MoonPie,1318998199818964993,Wed Oct 21 19:30:51 +0000 2020,https://x.com/MoonPie/status/1318998199818964993,Nasa to make major announcement about the moon https://t.co/eYB5KoaPFb,negative,0.45312371850013733,Self-enhancing humor,0.33394187688827515,38202,1,,,
viral,Coca-Cola,1537548863262834690,Thu Jun 16 21:33:09 +0000 2022,https://x.com/CocaCola/status/1537548863262834690,"🎉🇺🇸 ᴀᴛʟᴀɴᴛᴀ 🇺🇸🎉

Atlanta is a #FIFAWorldCup 2026 Host City!💪

#HostCity2026 https://t.co/22ZpYbC2ED",positive,0.5307132005691528,Self-enhancing humor,0.33585047721862793,4596,1,,,
viral,Wendy's,1225154743821127682,Wed Feb 05 20:30:27 +0000 2020,https://x.com/Wendys/status/1225154743821127682,Guess they're gonna make us pull forward and wait.,negative,0.5504570007324219,Non-humorous brand message,0.33639490604400635,168391,1,,,
viral,MoonPie,1526034149546639361,Mon May 16 02:57:48 +0000 2022,https://x.com/MoonPie/status/1526034149546639361,"Lunar eclipses are so un-spectacular that if nobody told you what was happening to the Moon you’d probably not notice at all.

Just sayin’.",negative,0.9681857228279114,Self-defeating humor,0.3393276333808899,52306,1,,,
viral,Wendy's,1911781221559844913,Mon Apr 14 13:58:57 +0000 2025,https://x.com/Wendys/status/1911781221559844913,Katy Perry seemingly kisses the ground after returning from Space. https://t.co/ugi07THOjC,negative,0.45142117142677307,Non-humorous brand message,0.3411136269569397,172821,1,,,
viral,MoonPie,1833971488887914560,Wed Sep 11 20:50:51 +0000 2024,https://x.com/MoonPie/status/1833971488887914560,"I don’t know anything else going on in the world right now except for Moo Deng 
 https://t.co/Taq0dh98dX",negative,0.44094231724739075,Self-enhancing humor,0.34264740347862244,40220,1,,,
viral,MoonPie,1126491904470683648,Thu May 09 14:19:33 +0000 2019,https://x.com/MoonPie/status/1126491904470683648,"This is what it would look like if the biggest asteroid in the Solar System collided with Earth.

Credit: Discovery Channel https://t.co/Yoy9AxO2Gz",negative,0.6313530802726746,Self-enhancing humor,0.34284907579421997,129706,1,,,
viral,MoonPie,1791273050953945234,Fri May 17 01:02:30 +0000 2024,https://x.com/MoonPie/status/1791273050953945234,Young Sheldon has ended. https://t.co/E6HSHWFm4p,negative,0.42124173045158386,Self-enhancing humor,0.34421664476394653,127129,1,,,
viral,Coca-Cola,1130536437164777472,Mon May 20 18:11:05 +0000 2019,https://x.com/CocaCola/status/1130536437164777472,SUMMER IS COMING 💥💥💥 #StrangerThings3 https://t.co/utXeOf46ln,negative,0.3622303009033203,Self-enhancing humor,0.3444090187549591,149804,1,,,
viral,MoonPie,1151622542815313920,Wed Jul 17 22:39:44 +0000 2019,https://x.com/MoonPie/status/1151622542815313920,Haha what,neutral,0.4340428113937378,Self-enhancing humor,0.34559792280197144,63228,1,,,
viral,Coca-Cola,1229607187779026944,Tue Feb 18 03:22:53 +0000 2020,https://x.com/CocaCola/status/1229607187779026944,"Our thoughts are with Ryan Newman, his family and all of NASCAR tonight.",positive,0.559510350227356,Self-enhancing humor,0.34665629267692566,2792,1,,,
viral,MoonPie,899724312504086528,Mon Aug 21 20:06:06 +0000 2017,https://x.com/MoonPie/status/899724312504086528,Lol no https://t.co/bSmOoA4C22,negative,0.41894200444221497,Self-enhancing humor,0.3467591106891632,26222,1,,,
viral,MoonPie,1042157585586167810,Tue Sep 18 21:05:05 +0000 2018,https://x.com/MoonPie/status/1042157585586167810,"|￣￣￣￣￣￣￣￣￣￣￣|
  Let’s delete the sun !
|＿___＿＿＿＿＿＿＿＿| 
                \ (•◡•) / 
                   \     / 
                    ---
                    |   |",negative,0.48730435967445374,Self-enhancing humor,0.3486681580543518,42661,1,,,
viral,Wendy's,1221885535737864192,Mon Jan 27 19:59:47 +0000 2020,https://x.com/Wendys/status/1221885535737864192,Picking up their order.,negative,0.43668892979621887,Non-humorous brand message,0.3507142663002014,133474,1,,,
